# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Duplicated	TRINITY_DN675_c0_g1_i1:86-5692	3717.0	1695	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN675_c0_g1_i6:2-6166	3862.7	1809	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Complete	TRINITY_DN1957_c0_g1_i1:806-3721	1683.3	855	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Duplicated	TRINITY_DN226_c0_g1_i5:2-4426	2153.3	1262	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
52at3041	Duplicated	TRINITY_DN226_c0_g1_i6:2-4279	2031.3	1239	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
64at3041	Missing
66at3041	Missing
72at3041	Missing
91at3041	Fragmented	TRINITY_DN2534_c0_g1_i1:203-868	403.5	208	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Duplicated	TRINITY_DN3343_c0_g1_i1:612-4115	1653.5	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
96at3041	Duplicated	TRINITY_DN3343_c0_g1_i4:612-4538	1639.4	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Missing
106at3041	Fragmented	TRINITY_DN1234_c0_g2_i3:183-1418	768.1	372	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Missing
118at3041	Complete	TRINITY_DN17062_c0_g1_i1:65-550	151.9	123	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
125at3041	Fragmented	TRINITY_DN14432_c0_g1_i1:0-731	479.7	234	https://www.orthodb.org/v10?query=125at3041	Nuclear pre-mRNA splicing factor, component of splicing factor 3b
126at3041	Fragmented	TRINITY_DN2022_c0_g1_i1:0-839	436.2	235	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
137at3041	Missing
142at3041	Complete	TRINITY_DN2512_c0_g1_i1:5-3055	1597.9	869	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Fragmented	TRINITY_DN2280_c0_g1_i1:261-875	301.4	161	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
144at3041	Missing
155at3041	Duplicated	TRINITY_DN2856_c0_g1_i1:46-2703	1091.5	621	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
155at3041	Duplicated	TRINITY_DN2856_c0_g1_i2:46-2768	1091.4	621	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
171at3041	Duplicated	TRINITY_DN200_c0_g1_i1:116-2572	1397.2	675	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
171at3041	Duplicated	TRINITY_DN200_c0_g1_i4:124-2241	1245.2	587	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
175at3041	Missing
179at3041	Missing
187at3041	Fragmented	TRINITY_DN737_c0_g2_i2:374-1993	705.4	390	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
207at3041	Complete	TRINITY_DN4943_c0_g1_i1:2-2311	1068.5	596	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Missing
222at3041	Fragmented	TRINITY_DN12707_c0_g1_i1:72-599	381.5	167	https://www.orthodb.org/v10?query=222at3041	WD40-repeat-containing domain
226at3041	Missing
228at3041	Missing
230at3041	Complete	TRINITY_DN2703_c0_g1_i1:220-3357	1434.5	885	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Fragmented	TRINITY_DN611_c0_g2_i1:1-756	487.6	241	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Missing
239at3041	Duplicated	TRINITY_DN2197_c0_g1_i2:103-2274	712.6	465	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
239at3041	Duplicated	TRINITY_DN2197_c0_g1_i4:315-2408	688.2	465	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Missing
251at3041	Fragmented	TRINITY_DN7445_c0_g1_i1:198-1040	392.8	236	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Missing
263at3041	Duplicated	TRINITY_DN144_c0_g1_i14:372-3299	1322.8	765	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
263at3041	Duplicated	TRINITY_DN144_c0_g1_i15:416-3343	1322.8	765	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
263at3041	Duplicated	TRINITY_DN144_c0_g1_i1:416-3455	1316.6	765	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Fragmented	TRINITY_DN2096_c0_g1_i1:3-632	397.7	199	https://www.orthodb.org/v10?query=290at3041	RNA cytidine acetyltransferase
294at3041	Duplicated	TRINITY_DN136_c0_g1_i1:685-2607	951.2	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
294at3041	Duplicated	TRINITY_DN136_c0_g1_i4:270-2291	928.8	529	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
294at3041	Duplicated	TRINITY_DN136_c0_g1_i6:685-2710	951.2	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Duplicated	TRINITY_DN153_c0_g1_i2:247-2481	876.0	549	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
295at3041	Duplicated	TRINITY_DN153_c0_g1_i5:247-3142	876.8	549	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
295at3041	Duplicated	TRINITY_DN153_c0_g1_i6:247-3279	876.8	549	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
295at3041	Duplicated	TRINITY_DN153_c0_g1_i7:247-2618	876.0	549	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Fragmented	TRINITY_DN17301_c0_g1_i1:264-716	89.7	76	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Missing
324at3041	Missing
336at3041	Complete	TRINITY_DN4109_c0_g1_i2:38-2353	1169.2	612	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Missing
346at3041	Missing
363at3041	Missing
366at3041	Missing
381at3041	Complete	TRINITY_DN7127_c0_g1_i1:118-1422	722.0	359	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Missing
391at3041	Fragmented	TRINITY_DN5255_c0_g1_i1:192-737	229.8	153	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	TRINITY_DN5201_c0_g1_i2:56-2194	1039.2	571	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	TRINITY_DN567_c0_g1_i1:79-1956	944.7	481	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Missing
416at3041	Missing
417at3041	Missing
424at3041	Missing
425at3041	Duplicated	TRINITY_DN277_c0_g1_i1:735-2576	76.2	363	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN277_c0_g1_i8:735-2576	76.2	363	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Fragmented	TRINITY_DN1789_c0_g1_i1:2-481	271.4	141	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Missing
439at3041	Missing
440at3041	Complete	TRINITY_DN1104_c0_g2_i4:0-1838	773.8	533	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Missing
477at3041	Missing
495at3041	Missing
505at3041	Complete	TRINITY_DN3474_c0_g1_i2:138-1979	1053.0	529	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Duplicated	TRINITY_DN2070_c0_g1_i2:1184-2878	844.0	448	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
510at3041	Duplicated	TRINITY_DN2070_c0_g1_i3:1184-2788	844.0	448	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Duplicated	TRINITY_DN441_c0_g1_i2:155-2638	938.5	718	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
522at3041	Duplicated	TRINITY_DN441_c0_g1_i5:78-2564	939.6	719	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Missing
534at3041	Fragmented	TRINITY_DN4227_c0_g3_i1:2-784	373.1	220	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
