#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN41373_c0_g1_i1:15-371   -            119 1343at3041           -            369   6.7e-19   64.6   3.5   1   2   2.3e-17   1.4e-16   57.0   1.0   264   328     1    74     1    94 0.91 -
TRINITY_DN41373_c0_g1_i1:15-371   -            119 1343at3041           -            369   6.7e-19   64.6   3.5   2   2     0.011     0.068    8.7   0.1   328   348    97   117    92   119 0.90 -
TRINITY_DN354_c0_g1_i2:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   1   2     0.067      0.41    6.1   0.0    57    93     6    38     1    52 0.72 -
TRINITY_DN354_c0_g1_i2:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   2   2   1.4e-13   8.7e-13   44.5   0.0   192   260   102   168    65   199 0.80 -
TRINITY_DN354_c0_g1_i3:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   1   2     0.067      0.41    6.1   0.0    57    93     6    38     1    52 0.72 -
TRINITY_DN354_c0_g1_i3:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   2   2   1.4e-13   8.7e-13   44.5   0.0   192   260   102   168    65   199 0.80 -
TRINITY_DN354_c0_g1_i4:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   1   2     0.067      0.41    6.1   0.0    57    93     6    38     1    52 0.72 -
TRINITY_DN354_c0_g1_i4:512-1381   -            290 1343at3041           -            369   1.5e-15   53.6   0.0   2   2   1.4e-13   8.7e-13   44.5   0.0   192   260   102   168    65   199 0.80 -
TRINITY_DN1092_c0_g4_i1:92-640    -            183 1343at3041           -            369   3.2e-15   52.5   0.1   1   2   0.00016     0.001   14.7   0.1    51    90     4    44     1    64 0.78 -
TRINITY_DN1092_c0_g4_i1:92-640    -            183 1343at3041           -            369   3.2e-15   52.5   0.1   2   2     5e-11   3.1e-10   36.1   0.0   194   247   106   160    94   165 0.84 -
TRINITY_DN1092_c0_g4_i2:26-628    -            201 1343at3041           -            369   4.8e-15   51.9   0.1   1   2    0.0004    0.0025   13.4   0.1    55    90     5    41     1    61 0.77 -
TRINITY_DN1092_c0_g4_i2:26-628    -            201 1343at3041           -            369   4.8e-15   51.9   0.1   2   2     3e-11   1.9e-10   36.8   0.0   194   248   103   158    91   178 0.81 -
TRINITY_DN2775_c2_g2_i5:143-958   -            272 1343at3041           -            369   6.8e-15   51.4   0.0   1   1   1.5e-15   9.1e-15   51.0   0.0   189   243    89   143    56   169 0.89 -
TRINITY_DN7187_c0_g3_i1:350-1243  -            298 1343at3041           -            369   1.5e-14   50.3   0.0   1   1   3.4e-15   2.1e-14   49.8   0.0   178   300   119   234    96   253 0.77 -
TRINITY_DN10791_c0_g2_i1:28-573   -            182 1343at3041           -            369   1.7e-14   50.2   0.0   1   1   3.2e-15   1.9e-14   49.9   0.0   188   243   109   164    79   182 0.88 -
TRINITY_DN25305_c0_g1_i1:1-351    -            117 1343at3041           -            369   5.6e-14   48.4   0.2   1   1   1.6e-14   9.6e-14   47.6   0.1   192   243     3    54     1    82 0.85 -
TRINITY_DN2775_c1_g1_i1:74-388    -            105 1343at3041           -            369   5.9e-14   48.4   0.0   1   1     1e-14   6.4e-14   48.2   0.0   189   241    35    87    10    92 0.90 -
TRINITY_DN1537_c3_g1_i1:36-830    -            265 1343at3041           -            369   6.8e-14   48.2   0.0   1   1   1.9e-14   1.1e-13   47.4   0.0   175   242    87   153    69   175 0.86 -
TRINITY_DN102_c0_g1_i2:203-1072   -            290 1343at3041           -            369   8.1e-14   47.9   0.0   1   2     0.092      0.57    5.6   0.0    50    85    30    65    14    92 0.72 -
TRINITY_DN102_c0_g1_i2:203-1072   -            290 1343at3041           -            369   8.1e-14   47.9   0.0   2   2   2.9e-12   1.8e-11   40.2   0.0   196   264   137   206   117   214 0.87 -
TRINITY_DN4888_c2_g1_i2:181-1020  -            280 1343at3041           -            369   8.6e-14   47.8   0.0   1   2      0.77       4.7    2.6   0.0    52    86     2    36     1    58 0.69 -
TRINITY_DN4888_c2_g1_i2:181-1020  -            280 1343at3041           -            369   8.6e-14   47.8   0.0   2   2     8e-13   4.9e-12   42.0   0.0   193   243   103   153    93   174 0.83 -
TRINITY_DN2775_c1_g1_i2:164-778   -            205 1343at3041           -            369   1.6e-13   46.9   0.0   1   1   3.8e-14   2.3e-13   46.4   0.0   189   242    30    83    17   116 0.89 -
TRINITY_DN20699_c0_g1_i1:237-716  -            160 1343at3041           -            369   1.8e-13   46.8   0.0   1   2      0.54       3.3    3.1   0.0    49    90    10    50     6    71 0.62 -
TRINITY_DN20699_c0_g1_i1:237-716  -            160 1343at3041           -            369   1.8e-13   46.8   0.0   2   2   9.3e-13   5.7e-12   41.8   0.0   185   239   106   160    73   160 0.90 -
TRINITY_DN815_c0_g1_i1:84-695     -            204 1343at3041           -            369   2.2e-13   46.4   0.2   1   1   9.9e-14   6.1e-13   45.0   0.1   177   238   119   181    71   197 0.78 -
TRINITY_DN815_c0_g1_i3:84-695     -            204 1343at3041           -            369   2.2e-13   46.4   0.2   1   1   9.9e-14   6.1e-13   45.0   0.1   177   238   119   181    71   197 0.78 -
TRINITY_DN97_c0_g2_i3:961-1845    -            295 1343at3041           -            369   2.7e-13   46.2   0.0   1   1   7.7e-14   4.7e-13   45.4   0.0   189   242   112   165   101   187 0.93 -
TRINITY_DN97_c0_g2_i1:31-927      -            299 1343at3041           -            369   2.7e-13   46.2   0.0   1   1   8.1e-14     5e-13   45.3   0.0   188   242   115   169    91   191 0.91 -
TRINITY_DN2995_c0_g4_i1:484-1455  -            324 1343at3041           -            369   3.6e-13   45.8   0.0   1   2      0.69       4.2    2.8   0.0    51    78    10    37     4    73 0.74 -
TRINITY_DN2995_c0_g4_i1:484-1455  -            324 1343at3041           -            369   3.6e-13   45.8   0.0   2   2   1.9e-12   1.1e-11   40.8   0.0   179   239   101   161    81   183 0.84 -
TRINITY_DN4888_c3_g2_i2:193-723   -            177 1343at3041           -            369   3.9e-13   45.6   0.0   1   2      0.55       3.4    3.1   0.0    55    82     5    32     1    62 0.74 -
TRINITY_DN4888_c3_g2_i2:193-723   -            177 1343at3041           -            369   3.9e-13   45.6   0.0   2   2   1.7e-12     1e-11   41.0   0.0   189   263   100   175    79   177 0.89 -
TRINITY_DN14147_c0_g1_i1:5-616    -            204 1343at3041           -            369     4e-13   45.6   0.0   1   2      0.67       4.1    2.8   0.0    58    78     2    22     1    47 0.73 -
TRINITY_DN14147_c0_g1_i1:5-616    -            204 1343at3041           -            369     4e-13   45.6   0.0   2   2   1.5e-12   9.3e-12   41.1   0.0   177   238    81   143    58   178 0.83 -
TRINITY_DN4705_c0_g1_i3:296-1144  -            283 1343at3041           -            369   9.3e-13   44.4   0.0   1   2      0.11      0.69    5.3   0.0    54    88     5    35     1    46 0.74 -
TRINITY_DN4705_c0_g1_i3:296-1144  -            283 1343at3041           -            369   9.3e-13   44.4   0.0   2   2   3.1e-11   1.9e-10   36.8   0.0   193   249   102   157    78   193 0.75 -
TRINITY_DN2995_c0_g3_i1:2-883     -            294 1343at3041           -            369   1.8e-12   43.5   0.0   1   1   4.1e-13   2.5e-12   43.0   0.0   154   246    61   152    52   174 0.83 -
TRINITY_DN11841_c0_g1_i1:9-299    -             97 1343at3041           -            369   1.9e-12   43.4   0.0   1   1   3.3e-13   2.1e-12   43.3   0.0   187   238    21    72     6    83 0.88 -
TRINITY_DN2775_c2_g1_i5:211-744   -            178 1343at3041           -            369   2.9e-12   42.8   0.0   1   2         7        43   -0.6   0.0    47    76    13    42     3    52 0.73 -
