11186	318-312	0	8086	-1	5547at3041|TRINITY_DN985_c0_g1_i1|-|102|1.715e-24|1|7|318|318[318]:7[7]:312[312]
12127	307-306	0	3569	-1	7519at3041|TRINITY_DN32852_c0_g1_i1|-|73|9.209e-16|1|2|307|307[307]:2[2]:306[306]
27611	985+555	0	824	1	1103at3041|TRINITY_DN2635_c0_g1_i6|+|75|2.302e-16|1|985|1539|985[985]:1539[1539]:555[555]
8864	478-333	0	7698	-1	6583at3041|TRINITY_DN880_c0_g1_i2|-|42|1.978e-06|1|146|478|478[478]:146[146]:333[333]
9652	184-162	0	3370	-1	8714at3041|TRINITY_DN46758_c0_g1_i1|-|53|9.657e-10|1|23|184|184[184]:23[23]:162[162]
10072	2162-930	0	7999	-1	2670at3041|TRINITY_DN2096_c0_g1_i1|-|122|1.636e-30|1|1233|2162|2162[2162]:1233[1233]:930[930]
33821	416+474	0	7274	1	3892at3041|TRINITY_DN26303_c0_g1_i1|+|55|2.414e-10|1|416|889|416[416]:889[889]:474[474]
5156	105+267	0	6320	1	2960at3041|TRINITY_DN6022_c0_g1_i1|+|49|1.545e-08|1|105|371|105[105]:371[371]:267[267]
8332	778-345	0	5611	-1	6111at3041|TRINITY_DN709_c0_g1_i11|-|96|1.098e-22|1|434|778|778[778]:434[434]:345[345]
36146	521-231	0	7910	-1	8810at3041|TRINITY_DN1078_c0_g1_i2|-|56|1.207e-10|1|291|521|521[521]:291[291]:231[231]
27778	838-783	0	8219	-1	1047at3041|TRINITY_DN26071_c0_g1_i2|-|502|6.643e-145|1|56|838|838[838]:56[56]:783[783]
28313	751+708	0	7867	1	1103at3041|TRINITY_DN178_c0_g1_i11|+|318|1.629e-89|1|751|1458|751[751]:1458[1458]:708[708]
28314	638-609	0	5970	-1	4609at3041|TRINITY_DN107_c0_g5_i1|-|86|1.124e-19|1|30|638|638[638]:30[30]:609[609]
48549	583-579	0	3984	-1	1669at3041|TRINITY_DN3305_c0_g1_i1|-|366|5.787e-104|1|5|583|583[583]:5[5]:579[579]
48694	672-216	0	808	-1	8810at3041|TRINITY_DN5239_c0_g1_i2|-|61|3.772e-12|1|457|672|672[672]:457[457]:216[216]
48698	1+438	0	7630	1	6111at3041|TRINITY_DN27471_c0_g1_i1|+|106|1.072e-25|1|1|438|1[1]:438[438]:438[438]
21634	0+687	0	6080	1	4259at3041|TRINITY_DN2073_c0_g1_i1|+|393|4.311e-112|1|0|686|0[0]:686[686]:687[687]
35811	249-249	0	4199	-1	1899at3041|TRINITY_DN24439_c0_g1_i1|-|124|4.09e-31|1|1|249|249[249]:1[1]:249[249]
10575	434-435	0	970	-1	7040at3041|TRINITY_DN2212_c0_g1_i2|-|138|2.496e-35|1|0|434|434[434]:0[0]:435[435]
30128	168+192	0	5354	1	1364at3041|TRINITY_DN1594_c0_g1_i1|+|52|1.931e-09|1|168|359|168[168]:359[359]:192[192]
30374	724-654	0	5240	-1	4262at3041|TRINITY_DN3400_c0_g1_i2|-|67|5.894e-14|1|71|724|724[724]:71[71]:654[654]
27850	370+471	0	1472	1	5923at3041|TRINITY_DN14161_c0_g1_i3|+|143|7.801e-37|1|370|840|370[370]:840[840]:471[471]
28362	0+321	0	7120	1	10198at3041|TRINITY_DN5190_c0_g1_i1|+|38|3.164e-05|1|0|320|0[0]:320[320]:321[321]
28368	659+1074	0	6985	1	6491at3041|TRINITY_DN1206_c0_g1_i2|+|142|1.56e-36|1|659|1732|659[659]:1732[1732]:1074[1074]
45545	334-102	0	8708	-1	2390at3041|TRINITY_DN34328_c0_g1_i1|-|37|6.329e-05|1|233|334|334[334]:233[233]:102[102]
3928	866-597	0	3164	-1	5923at3041|TRINITY_DN21726_c0_g1_i1|-|136|9.985e-35|1|270|866|866[866]:270[270]:597[597]
15514	1873-1779	0	7666	-1	424at3041|TRINITY_DN4231_c0_g1_i1|-|210|5.286e-57|1|95|1873|1873[1873]:95[95]:1779[1779]
15515	344-345	0	1399	-1	4101at3041|TRINITY_DN4240_c0_g2_i1|-|86|1.124e-19|1|0|344|344[344]:0[0]:345[345]
17956	123+639	0	6835	1	9467at3041|TRINITY_DN25838_c0_g1_i1|+|52|1.931e-09|1|123|761|123[123]:761[761]:639[639]
18622	1296-1275	0	2522	-1	1271at3041|TRINITY_DN26_c0_g1_i1|-|43|9.888e-07|1|22|1296|1296[1296]:22[22]:1275[1275]
30094	1079+813	0	7274	1	3892at3041|TRINITY_DN481_c0_g3_i3|+|73|9.209e-16|1|1079|1891|1079[1079]:1891[1891]:813[813]
30096	267-219	0	6808	-1	8539at3041|TRINITY_DN472_c0_g1_i1|-|34|0.0005063|1|49|267|267[267]:49[49]:219[219]
5546	366+924	0	8991	1	1103at3041|TRINITY_DN9331_c0_g2_i4|+|469|5.706e-135|1|366|1289|366[366]:1289[1289]:924[924]
5720	705-693	0	1217	-1	4751at3041|TRINITY_DN655_c0_g1_i2|-|189|1.109e-50|1|13|705|705[705]:13[13]:693[693]
18191	379-366	0	6474	-1	6836at3041|TRINITY_DN44437_c0_g1_i1|-|58|3.018e-11|1|14|379|379[379]:14[14]:366[366]
18196	667-597	0	5582	-1	6355at3041|TRINITY_DN32373_c0_g1_i1|-|320|4.072e-90|1|71|667|667[667]:71[71]:597[597]
31977	665-639	0	7028	-1	2694at3041|TRINITY_DN9344_c0_g1_i1|-|112|1.675e-27|1|27|665|665[665]:27[27]:639[639]
22791	944-633	0	7875	-1	2101at3041|TRINITY_DN41839_c0_g1_i1|-|120|6.544e-30|1|312|944|944[944]:312[312]:633[633]
22924	642-639	0	1497	-1	3946at3041|TRINITY_DN1064_c0_g1_i2|-|87|5.621e-20|1|4|642|642[642]:4[4]:639[639]
16986	2737-1698	0	8614	-1	2505at3041|TRINITY_DN45_c0_g1_i14|-|277|3.582e-77|1|1040|2737|2737[2737]:1040[1040]:1698[1698]
16989	1314-960	0	1302	-1	4924at3041|TRINITY_DN86_c0_g1_i4|-|164|3.72e-43|1|355|1314|1314[1314]:355[355]:960[960]
45912	118+321	0	3632	1	7128at3041|TRINITY_DN2515_c0_g1_i1|+|97|5.489e-23|1|118|438|118[118]:438[438]:321[321]
45445	2+510	0	7232	1	222at3041|TRINITY_DN34176_c0_g1_i1|+|284|2.798e-79|1|2|511|2[2]:511[511]:510[510]
45446	282-258	0	1192	-1	3591at3041|TRINITY_DN34147_c0_g1_i1|-|90|7.026e-21|1|25|282|282[282]:25[25]:258[258]
46146	0+201	0	3513	1	4217at3041|TRINITY_DN46374_c0_g1_i1|+|106|1.072e-25|1|0|200|0[0]:200[200]:201[201]
32396	51+465	0	3122	1	3892at3041|TRINITY_DN4086_c0_g1_i1|+|81|3.597e-18|1|51|515|51[51]:515[515]:465[465]
25410	659-462	0	1930	-1	3333at3041|TRINITY_DN5916_c0_g1_i2|-|76|1.151e-16|1|198|659|659[659]:198[198]:462[462]
34577	620-231	0	8694	-1	8810at3041|TRINITY_DN2364_c0_g1_i4|-|55|2.414e-10|1|390|620|620[620]:390[390]:231[231]
34747	299+123	0	1947	1	11703at3041|TRINITY_DN16767_c0_g1_i2|+|39|1.582e-05|1|299|421|299[299]:421[421]:123[123]
37953	455+1155	0	4276	1	2139at3041|TRINITY_DN5647_c0_g1_i1|+|251|2.404e-69|1|455|1609|455[455]:1609[1609]:1155[1155]
26	413-414	0	7061	-1	8309at3041|TRINITY_DN32375_c0_g1_i1|-|228|2.016e-62|1|0|413|413[413]:0[0]:414[414]
239	171+807	0	8487	1	1278at3041|TRINITY_DN123_c0_g1_i1|+|156|9.522e-41|1|171|977|171[171]:977[977]:807[807]
40513	1479-519	0	3122	-1	3892at3041|TRINITY_DN1314_c0_g1_i1|-|65|2.358e-13|1|961|1479|1479[1479]:961[961]:519[519]
