#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN68168_c0_g1_i1:64-792    -            243 4927at3041           -            209     8e-36  120.5   4.4   1   2    0.0014     0.077    9.5   0.1     6    28     1    23     1    43 0.85 -
TRINITY_DN68168_c0_g1_i1:64-792    -            243 4927at3041           -            209     8e-36  120.5   4.4   2   2   3.6e-35   1.9e-33  112.7   0.9    46   204    78   243    53   243 0.86 -
TRINITY_DN274_c0_g1_i1:500-1216    -            239 4927at3041           -            209   1.3e-32  110.0   2.6   1   2   0.00021     0.011   12.2   0.1     4    25     2    23     1    28 0.89 -
TRINITY_DN274_c0_g1_i1:500-1216    -            239 4927at3041           -            209   1.3e-32  110.0   2.6   2   2   9.9e-31   5.2e-29   98.2   0.3    33   204    62   239    24   239 0.83 -
TRINITY_DN274_c0_g1_i2:500-1216    -            239 4927at3041           -            209   1.3e-32  110.0   2.6   1   2   0.00021     0.011   12.2   0.1     4    25     2    23     1    28 0.89 -
TRINITY_DN274_c0_g1_i2:500-1216    -            239 4927at3041           -            209   1.3e-32  110.0   2.6   2   2   9.9e-31   5.2e-29   98.2   0.3    33   204    62   239    24   239 0.83 -
TRINITY_DN10496_c0_g2_i1:29-775    -            249 4927at3041           -            209   3.2e-32  108.7   0.0   1   2   0.00097     0.051   10.0   0.1     3    41     1    35     1    52 0.80 -
TRINITY_DN10496_c0_g2_i1:29-775    -            249 4927at3041           -            209   3.2e-32  108.7   0.0   2   2   2.1e-30   1.1e-28   97.1   0.0    28   209    59   249    44   249 0.82 -
TRINITY_DN1269_c0_g1_i2:905-1609   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   1   2   0.00013    0.0071   12.8   0.2     6    27     1    22     1    61 0.76 -
TRINITY_DN1269_c0_g1_i2:905-1609   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   2   2   5.6e-30     3e-28   95.7   0.2    37   204    62   235    52   235 0.87 -
TRINITY_DN1269_c0_g1_i4:683-1387   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   1   2   0.00013    0.0071   12.8   0.2     6    27     1    22     1    61 0.76 -
TRINITY_DN1269_c0_g1_i4:683-1387   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   2   2   5.6e-30     3e-28   95.7   0.2    37   204    62   235    52   235 0.87 -
TRINITY_DN1269_c0_g1_i5:905-1609   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   1   2   0.00013    0.0071   12.8   0.2     6    27     1    22     1    61 0.76 -
TRINITY_DN1269_c0_g1_i5:905-1609   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   2   2   5.6e-30     3e-28   95.7   0.2    37   204    62   235    52   235 0.87 -
TRINITY_DN1269_c0_g1_i6:388-1092   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   1   2   0.00013    0.0071   12.8   0.2     6    27     1    22     1    61 0.76 -
TRINITY_DN1269_c0_g1_i6:388-1092   -            235 4927at3041           -            209   4.3e-32  108.3   2.2   2   2   5.6e-30     3e-28   95.7   0.2    37   204    62   235    52   235 0.87 -
TRINITY_DN67675_c0_g1_i1:1-729     -            243 4927at3041           -            209   6.3e-31  104.5   0.0   1   2    0.0061      0.33    7.4   0.0     3    25     1    23     1    39 0.82 -
TRINITY_DN67675_c0_g1_i1:1-729     -            243 4927at3041           -            209   6.3e-31  104.5   0.0   2   2   7.2e-30   3.8e-28   95.4   0.0    35   202    65   242    42   243 0.81 -
TRINITY_DN64808_c0_g1_i1:2627-3373 -            249 4927at3041           -            209     1e-30  103.8   0.9   1   2   7.3e-06   0.00039   17.0   0.2     1    57     1    62     1    71 0.75 -
TRINITY_DN64808_c0_g1_i1:2627-3373 -            249 4927at3041           -            209     1e-30  103.8   0.9   2   2   5.5e-27   2.9e-25   86.0   0.1    46   207    78   249    61   249 0.83 -
TRINITY_DN39090_c0_g1_i1:2-595     -            198 4927at3041           -            209     2e-29   99.6   0.1   1   1   4.5e-31   2.4e-29   99.3   0.1    44   204    32   198    13   198 0.86 -
TRINITY_DN93767_c0_g1_i1:9-785     -            259 4927at3041           -            209     4e-29   98.6   0.0   1   2    0.0001    0.0054   13.2   0.1     3    44    14    51    12    65 0.81 -
