# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Duplicated	TRINITY_DN948_c0_g1_i11:199-6438	3869.5	1816	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN948_c0_g1_i4:187-7023	4141.1	1955	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN948_c0_g1_i6:187-6684	4075.6	1895	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN948_c0_g1_i8:187-7263	4222.1	2009	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Complete	TRINITY_DN3779_c0_g1_i2:806-4999	2216.6	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Complete	TRINITY_DN156_c0_g1_i2:5-4990	2441.4	1428	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
64at3041	Missing
66at3041	Fragmented	TRINITY_DN3613_c0_g1_i1:186-665	161.1	137	https://www.orthodb.org/v10?query=66at3041	Microtubule associated protein
72at3041	Fragmented	TRINITY_DN416_c0_g1_i1:18-1307	599.9	323	https://www.orthodb.org/v10?query=72at3041	P-loop containing nucleoside triphosphate hydrolase protein
91at3041	Fragmented	TRINITY_DN1424_c0_g1_i2:246-1190	348.9	173	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Complete	TRINITY_DN2094_c0_g1_i1:4-2202	1050.5	554	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Fragmented	TRINITY_DN787_c0_g1_i4:2-1714	886.1	494	https://www.orthodb.org/v10?query=99at3041	DNA topoisomerase 2
106at3041	Complete	TRINITY_DN1211_c0_g1_i1:62-4264	1802.8	1095	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Complete	TRINITY_DN27951_c0_g1_i1:19-822	612.4	260	https://www.orthodb.org/v10?query=117at3041	Midasin
118at3041	Duplicated	TRINITY_DN16408_c0_g1_i1:4-537	153.1	126	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
118at3041	Duplicated	TRINITY_DN16408_c0_g1_i2:121-588	145.0	118	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
