# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Complete	TRINITY_DN1281_c0_g1_i1:0-4910	3096.8	1450	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Fragmented	TRINITY_DN2219_c0_g1_i4:2-2647	1341.1	695	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Complete	TRINITY_DN13682_c0_g1_i2:3-3491	1736.4	1015	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
64at3041	Missing
66at3041	Missing
72at3041	Missing
91at3041	Missing
96at3041	Duplicated	TRINITY_DN328_c0_g1_i1:1247-4456	1241.3	883	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
96at3041	Duplicated	TRINITY_DN5837_c1_g1_i1:2-2203	1145.9	612	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Missing
106at3041	Duplicated	TRINITY_DN896_c0_g1_i4:0-3161	1400.2	810	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
106at3041	Duplicated	TRINITY_DN896_c0_g1_i3:0-2576	1289.2	724	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Missing
118at3041	Complete	TRINITY_DN40746_c0_g1_i1:0-470	146.6	120	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
125at3041	Fragmented	TRINITY_DN13507_c0_g1_i1:103-879	508.4	249	https://www.orthodb.org/v10?query=125at3041	Nuclear pre-mRNA splicing factor, component of splicing factor 3b
126at3041	Fragmented	TRINITY_DN5870_c0_g1_i4:739-1710	543.1	279	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
137at3041	Missing
142at3041	Fragmented	TRINITY_DN79922_c0_g1_i1:84-1580	737.2	416	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Complete	TRINITY_DN2938_c0_g1_i8:3-1922	812.6	527	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
144at3041	Missing
155at3041	Complete	TRINITY_DN4382_c0_g1_i2:952-2457	653.3	362	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
171at3041	Complete	TRINITY_DN162_c2_g1_i2:586-3042	1397.2	675	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
175at3041	Missing
179at3041	Missing
187at3041	Missing
207at3041	Complete	TRINITY_DN13076_c0_g1_i2:216-1637	826.0	423	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Missing
222at3041	Missing
226at3041	Missing
228at3041	Missing
230at3041	Complete	TRINITY_DN6956_c0_g2_i3:3-1100	614.4	325	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Complete	TRINITY_DN548_c0_g1_i1:118-2235	1200.8	604	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Missing
239at3041	Fragmented	TRINITY_DN9861_c0_g1_i1:551-1051	317.0	152	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Missing
251at3041	Complete	TRINITY_DN92946_c0_g1_i1:266-1723	601.1	408	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Missing
263at3041	Fragmented	TRINITY_DN287_c0_g1_i2:642-1382	398.3	218	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Missing
294at3041	Duplicated	TRINITY_DN550_c0_g1_i5:683-2708	951.2	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
294at3041	Duplicated	TRINITY_DN550_c0_g1_i8:683-2605	951.2	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Fragmented	TRINITY_DN778_c0_g1_i1:2-1373	700.4	371	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	TRINITY_DN3702_c0_g1_i2:2-1270	495.0	353	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Missing
324at3041	Missing
336at3041	Complete	TRINITY_DN273_c0_g1_i1:290-2209	1047.4	555	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Missing
346at3041	Missing
363at3041	Duplicated	TRINITY_DN2274_c0_g1_i2:89-2131	522.9	548	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
363at3041	Duplicated	TRINITY_DN2274_c0_g1_i1:89-2036	493.0	491	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Missing
381at3041	Duplicated	TRINITY_DN186_c0_g1_i1:566-2593	223.4	391	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN186_c0_g1_i2:2800-4827	223.4	391	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN186_c0_g1_i5:2800-4827	223.4	391	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN186_c0_g1_i3:2800-4827	223.2	390	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN419_c0_g1_i2:27-2234	212.8	388	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN419_c0_g1_i5:27-2234	210.5	383	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN419_c0_g1_i6:27-2234	210.5	383	https://www.orthodb.org/v10?query=381at3041	NADH
381at3041	Duplicated	TRINITY_DN419_c0_g1_i7:27-2234	210.5	383	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Missing
391at3041	Fragmented	TRINITY_DN50852_c0_g1_i1:127-522	219.7	120	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Duplicated	TRINITY_DN5379_c0_g1_i1:49-2187	1039.2	571	https://www.orthodb.org/v10?query=406at3041	Transketolase
406at3041	Duplicated	TRINITY_DN5379_c0_g1_i4:49-1956	945.0	518	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	TRINITY_DN849_c0_g1_i1:2-1216	819.3	354	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Fragmented	TRINITY_DN110033_c0_g1_i1:199-753	220.8	145	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	TRINITY_DN53357_c0_g1_i1:1-792	447.9	229	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
417at3041	Fragmented	TRINITY_DN104557_c0_g1_i1:122-412	125.0	88	https://www.orthodb.org/v10?query=417at3041	transportin
424at3041	Missing
425at3041	Duplicated	TRINITY_DN3681_c0_g1_i1:1162-2850	97.7	486	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN3681_c0_g1_i2:945-2633	97.7	486	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Fragmented	TRINITY_DN28477_c0_g1_i1:3-611	377.7	183	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Missing
439at3041	Missing
440at3041	Missing
443at3041	Missing
477at3041	Missing
495at3041	Missing
505at3041	Complete	TRINITY_DN8659_c0_g3_i2:35-1840	1053.0	529	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Duplicated	TRINITY_DN2521_c0_g1_i13:1129-2733	844.0	448	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
510at3041	Duplicated	TRINITY_DN2521_c0_g1_i1:66-1586	841.6	447	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
