34796	529-528	0	13780	-1	6565at3041_8|TRINITY_DN3466_c0_g1_i1|-|343|8.046e-97|1|2|529|529[529]:2[2]:528[528]
35115	2085-1644	0	11089	-1	943at3041_7|TRINITY_DN129_c1_g1_i3|-|236|1.306e-64|1|442|2085|2085[2085]:442[442]:1644[1644]
35670	598-597	0	13907	-1	3005at3041_8|TRINITY_DN3072_c0_g1_i1|-|398|2.233e-113|1|2|598|598[598]:2[2]:597[597]
36013	5+519	0	5305	1	3493at3041_1|TRINITY_DN45939_c0_g1_i1|+|279|1.484e-77|1|5|523|5[5]:523[523]:519[519]
29812	1339-1245	0	14879	-1	3119at3041_6|TRINITY_DN53805_c0_g1_i1|-|214|5.476e-58|1|95|1339|1339[1339]:95[95]:1245[1245]
29964	527-519	0	918	-1	5796at3041_5|TRINITY_DN15496_c0_g1_i1|-|194|5.742e-52|1|9|527|527[527]:9[9]:519[519]
30610	205+327	0	7263	1	11371at3041_1|TRINITY_DN1108_c0_g1_i1|+|158|3.946e-41|1|205|531|205[205]:531[531]:327[327]
30761	608-339	0	9168	-1	1350at3041_1|TRINITY_DN32396_c0_g1_i2|-|49|2.561e-08|1|270|608|608[608]:270[270]:339[339]
30840	252+1956	0	7992	1	550at3041_9|TRINITY_DN3970_c1_g1_i1|+|1178|0|1|252|2207|252[252]:2207[2207]:1956[1956]
30845	473-435	0	4696	-1	8977at3041|TRINITY_DN20789_c0_g1_i1|-|261|3.891e-72|1|39|473|473[473]:39[39]:435[435]
31013	163+671	0	9363	1	4825at3041|TRINITY_DN186_c1_g1_i2|+|408|2.181e-116|2|163|833|163[163]:288[288]:126[126]|375[384]:833[833]:459[450]
31017	1026-609	0	9231	-1	4728at3041_9|TRINITY_DN129_c1_g1_i2|-|60|1.25e-11|1|418|1026|1026[1026]:418[418]:609[609]
65272	2+393	0	3720	1	4609at3041_3|TRINITY_DN35074_c0_g1_i1|+|87|9.317e-20|1|2|394|2[2]:394[394]:393[393]
52	281+1539	0	10571	1	2397at3041_8|TRINITY_DN521_c0_g1_i9|+|922|4.067e-271|2|281|1819|281[281]:829[829]:549[549]|914[938]:1819[1819]:906[882]
16901	1736-426	0	12085	-1	2988at3041_7|TRINITY_DN2905_c0_g1_i2|-|62|3.126e-12|1|1311|1736|1736[1736]:1311[1311]:426[426]
17348	1663-1656	0	10191	-1	415at3041_5|TRINITY_DN24521_c0_g1_i1|-|1094|6.91692e-323|1|8|1663|1663[1663]:8[8]:1656[1656]
17349	750-750	0	89	-1	1047at3041_0|TRINITY_DN54465_c0_g1_i1|-|157|7.892e-41|1|1|750|750[750]:1[1]:750[750]
17701	2+1620	0	241	1	143at3041_9|TRINITY_DN15519_c0_g1_i1|+|1011|6.57e-298|1|2|1621|2[2]:1621[1621]:1620[1620]
18199	35+354	0	8390	1	11417at3041_0|TRINITY_DN31265_c0_g1_i1|+|194|5.742e-52|1|35|388|35[35]:388[388]:354[354]
32526	152+648	0	6580	1	4290at3041_0|TRINITY_DN1080_c0_g1_i2|+|431|2.6e-123|1|152|799|152[152]:799[799]:648[648]
32527	3054-1704	0	7524	-1	619at3041_7|TRINITY_DN1079_c0_g1_i1|-|1032|3.133e-304|1|1351|3054|3054[3054]:1351[1351]:1704[1704]
33253	524+174	0	14614	1	5677at3041_4|TRINITY_DN1570_c0_g1_i21|+|46|2.049e-07|1|524|697|524[524]:697[697]:174[174]
33737	0+576	0	3608	1	1462at3041_0|TRINITY_DN637_c2_g1_i2|+|126|1.695e-31|1|0|575|0[0]:575[575]:576[576]
33977	109+414	0	3496	1	8925at3041_6|TRINITY_DN1414_c0_g1_i2|+|235|2.611e-64|1|109|522|109[109]:522[522]:414[414]
33979	870-597	0	4684	-1	3202at3041|TRINITY_DN1473_c0_g1_i2|-|254|4.98e-70|1|274|870|870[870]:274[274]:597[597]
28293	1198-942	0	15250	-1	4573at3041_9|TRINITY_DN23557_c0_g1_i1|-|551|1.956e-159|1|257|1198|1198[1198]:257[257]:942[942]
28509	905-849	0	5109	-1	1267at3041_8|TRINITY_DN1984_c0_g1_i2|-|529|8.204e-153|1|57|905|905[905]:57[57]:849[849]
6135	483+525	0	750	1	8004at3041_8|TRINITY_DN3209_c0_g1_i3|+|81|5.963e-18|1|483|1007|483[483]:1007[1007]:525[525]
6322	429-429	0	5462	-1	5230at3041_4|TRINITY_DN6587_c0_g1_i1|-|250|7.969e-69|1|1|429|429[429]:1[1]:429[429]
6323	158+1704	0	10384	1	1927at3041|TRINITY_DN6526_c0_g1_i18|+|711|1.338e-207|1|158|1861|158[158]:1861[1861]:1704[1704]
7219	1206-713	0	2760	-1	5262at3041_6|TRINITY_DN1355_c0_g1_i1|-|423|6.656e-121|2|494|1206|1206[1206]:1111[1111]:96[96]|1054[1045]:494[494]:561[552]
1195	2545-420	0	8839	-1	7900at3041|TRINITY_DN1476_c0_g2_i2|-|279|1.484e-77|1|2126|2545|2545[2545]:2126[2126]:420[420]
1196	1009-543	0	918	-1	5796at3041_5|TRINITY_DN1417_c0_g1_i2|-|235|2.611e-64|1|467|1009|1009[1009]:467[467]:543[543]
1199	484-396	0	3720	-1	4609at3041_3|TRINITY_DN1405_c0_g2_i6|-|131|5.296e-33|1|89|484|484[484]:89[89]:396[396]
1873	840-225	0	5184	-1	1364at3041_1|TRINITY_DN1960_c0_g1_i1|-|84|7.453e-19|1|616|840|840[840]:616[616]:225[225]
1875	1133-1103	0	7326	-1	8939at3041_6|TRINITY_DN1944_c0_g1_i1|-|215|2.738e-58|2|31|1133|1133[1133]:171[171]:963[963]|81[66]:31[31]:51[36]
2110	1210+888	0	7223	1	4971at3041_1|TRINITY_DN589_c0_g2_i7|+|259|1.556e-71|1|1210|2097|1210[1210]:2097[2097]:888[888]
2476	2678-969	0	9818	-1	4971at3041_6|TRINITY_DN494_c0_g1_i11|-|117|8.677e-29|1|1710|2678|2678[2678]:1710[1710]:969[969]
2656	347+501	0	6225	1	5681at3041_9|TRINITY_DN331_c0_g1_i2|+|311|3.456e-87|1|347|847|347[347]:847[847]:501[501]
2657	794-795	0	7897	-1	2876at3041_0|TRINITY_DN352_c0_g1_i2|-|179|1.882e-47|1|0|794|794[794]:0[0]:795[795]
54851	55+1170	0	5107	1	1820at3041_4|TRINITY_DN923_c0_g1_i2|+|754|1.521e-220|1|55|1224|55[55]:1224[1224]:1170[1170]
