49749	308+459	0	14190	1	5520at3041_4|TRINITY_DN39667_c0_g1_i1|+|84|7.453e-19|1|308|766|308[308]:766[766]:459[459]
50145	149+624	0	491	1	2983at3041_8|TRINITY_DN21978_c0_g1_i2|+|209|1.752e-56|1|149|772|149[149]:772[772]:624[624]
50712	1572-1572	0	9178	-1	366at3041_1|TRINITY_DN21501_c0_g1_i1|-|927|1.271e-272|1|1|1572|1572[1572]:1[1]:1572[1572]
50986	633-498	0	16360	-1	4065at3041_9|TRINITY_DN34218_c0_g1_i1|-|93|1.456e-21|1|136|633|633[633]:136[136]:498[498]
160	1352-879	0	2618	-1	4188at3041|TRINITY_DN2047_c0_g1_i1|-|544|2.504e-157|1|474|1352|1352[1352]:474[474]:879[879]
164	835-636	0	5197	-1	1826at3041|TRINITY_DN2029_c0_g1_i13|-|412|1.363e-117|1|200|835|835[835]:200[200]:636[636]
364	380+402	0	12085	1	2988at3041_7|TRINITY_DN410_c0_g1_i13|+|95|3.639e-22|1|380|781|380[380]:781[781]:402[402]
671	799-798	0	15335	-1	6525at3041_9|TRINITY_DN13411_c0_g1_i1|-|469|9.458e-135|1|2|799|799[799]:2[2]:798[798]
23965	132+474	0	11808	1	12513at3041_8|TRINITY_DN29718_c0_g1_i1|+|227|6.684e-62|1|132|605|132[132]:605[605]:474[474]
24572	755-699	0	4451	-1	1772at3041_6|TRINITY_DN5028_c0_g1_i1|-|451|2.479e-129|1|57|755|755[755]:57[57]:699[699]
24573	1479-1365	0	5736	-1	1863at3041|TRINITY_DN5023_c0_g1_i1|-|775|7.255e-227|1|115|1479|1479[1479]:115[115]:1365[1365]
24783	679-630	0	9305	-1	2694at3041_7|TRINITY_DN17726_c0_g1_i1|-|128|4.237e-32|1|50|679|679[679]:50[50]:630[630]
16323	121+1200	0	15818	1	1959at3041_7|TRINITY_DN6646_c0_g1_i2|+|665|9.417e-194|1|121|1320|121[121]:1320[1320]:1200[1200]
16327	1200-1191	0	1684	-1	1093at3041_8|TRINITY_DN6623_c0_g1_i2|-|707|2.141e-206|1|10|1200|1200[1200]:10[10]:1191[1191]
16537	196+711	0	3463	1	6521at3041_8|TRINITY_DN40395_c0_g1_i1|+|401|2.792e-114|1|196|906|196[196]:906[906]:711[711]
16799	831-828	0	8882	-1	2878at3041_7|TRINITY_DN17078_c0_g1_i2|-|453|6.199e-130|1|4|831|831[831]:4[4]:828[828]
16903	35+618	0	2426	1	1761at3041_8|TRINITY_DN437_c0_g1_i1|+|372|1.499e-105|1|35|652|35[35]:652[652]:618[618]
16904	3+528	0	12085	1	2988at3041_7|TRINITY_DN410_c0_g3_i2|+|356|9.822e-101|1|3|530|3[3]:530[530]:528[528]
22021	2+468	0	7374	1	2869at3041_1|TRINITY_DN24056_c0_g1_i1|+|285|2.319e-79|1|2|469|2[2]:469[469]:468[468]
22230	3+501	0	910	1	3678at3041_9|TRINITY_DN18381_c0_g1_i1|+|317|5.4e-89|1|3|503|3[3]:503[503]:501[501]
22418	16+597	0	3877	1	2931at3041_2|TRINITY_DN9789_c0_g1_i1|+|61|6.252e-12|1|16|612|16[16]:612[612]:597[597]
22780	411+885	0	7806	1	2182at3041|TRINITY_DN904_c0_g1_i1|+|576|5.829e-167|1|411|1295|411[411]:1295[1295]:885[885]
23327	2495-2496	0	11447	-1	767at3041|TRINITY_DN6163_c0_g1_i1|-|1474|0|1|0|2495|2495[2495]:0[0]:2496[2496]
23513	191+1260	0	8890	1	1278at3041_1|TRINITY_DN455_c0_g1_i1|+|223|1.07e-60|1|191|1450|191[191]:1450[1450]:1260[1260]
23517	370+465	0	6493	1	1032at3041_2|TRINITY_DN483_c0_g1_i1|+|54|8.003e-10|1|370|834|370[370]:834[834]:465[465]
48839	1437-861	0	3163	-1	2395at3041_5|TRINITY_DN1355_c0_g1_i2|-|512|1.075e-147|1|577|1437|1437[1437]:577[577]:861[861]
49183	185+1086	0	6215	1	1808at3041_9|TRINITY_DN13522_c0_g1_i1|+|628|1.294e-182|1|185|1270|185[185]:1270[1270]:1086[1086]
49186	1892-1791	0	9011	-1	1057at3041_9|TRINITY_DN4108_c0_g1_i1|-|1094|6.91692e-323|1|102|1892|1892[1892]:102[102]:1791[1791]
49647	2203-846	0	11531	-1	3614at3041_9|TRINITY_DN547_c0_g1_i3|-|527|3.281e-152|1|1358|2203|2203[2203]:1358[1358]:846[846]
49649	662+867	0	16058	1	2983at3041_6|TRINITY_DN595_c0_g1_i1|+|208|3.505e-56|1|662|1528|662[662]:1528[1528]:867[867]
50207	1787-1185	0	2763	-1	336at3041_2|TRINITY_DN845_c0_g2_i1|-|141|5.172e-36|1|603|1787|1787[1787]:603[603]:1185[1185]
35418	383-378	0	14548	-1	10388at3041|TRINITY_DN34009_c0_g1_i2|-|208|3.505e-56|1|6|383|383[383]:6[6]:378[378]
8883	587-549	0	13908	-1	3892at3041_0|TRINITY_DN831_c0_g3_i4|-|96|1.82e-22|1|39|587|587[587]:39[39]:549[549]
36111	212-213	0	10627	-1	7539at3041_1|TRINITY_DN11642_c0_g1_i1|-|52|3.201e-09|1|0|212|212[212]:0[0]:213[213]
36238	633-528	0	6704	-1	4971at3041_0|TRINITY_DN3590_c0_g2_i2|-|85|3.727e-19|1|106|633|633[633]:106[106]:528[528]
36383	2+456	0	12353	1	6086at3041_8|TRINITY_DN12696_c0_g2_i1|+|253|9.961e-70|1|2|457|2[2]:457[457]:456[456]
36644	611-390	0	1345	-1	7378at3041_6|TRINITY_DN33881_c0_g1_i1|-|244|5.1e-67|1|222|611|611[611]:222[222]:390[390]
9175	209+606	0	8324	1	4800at3041|TRINITY_DN38842_c0_g1_i1|+|376|9.367e-107|1|209|814|209[209]:814[814]:606[606]
9338	744-576	0	649	-1	3587at3041_2|TRINITY_DN4491_c0_g1_i1|-|92|2.912e-21|1|169|744|744[744]:169[169]:576[576]
9463	404+540	0	13425	1	7128at3041_8|TRINITY_DN21328_c0_g1_i1|+|327|5.273e-92|1|404|943|404[404]:943[943]:540[540]
9465	340+423	0	3124	1	2988at3041|TRINITY_DN28498_c0_g1_i1|+|82|2.981e-18|1|340|762|340[340]:762[762]:423[423]
10092	202+672	0	491	1	2983at3041_8|TRINITY_DN2071_c0_g1_i6|+|431|2.6e-123|1|202|873|202[202]:873[873]:672[672]
10097	660-660	0	13076	-1	5594at3041_9|TRINITY_DN6106_c0_g1_i1|-|375|1.873e-106|1|1|660|660[660]:1[1]:660[660]
46179	517-414	0	486	-1	6347at3041_8|TRINITY_DN2347_c0_g2_i1|-|91|5.823e-21|1|104|517|517[517]:104[104]:414[414]
46364	2965-513	0	14243	-1	8004at3041_2|TRINITY_DN722_c0_g1_i4|-|91|5.823e-21|1|2453|2965|2965[2965]:2453[2453]:513[513]
46610	296+111	0	10013	1	10412at3041_2|TRINITY_DN30244_c0_g1_i1|+|44|8.195e-07|1|296|406|296[296]:406[406]:111[111]
46742	932-933	0	6819	-1	4047at3041_8|TRINITY_DN18480_c0_g1_i1|-|486|7.216e-140|1|0|932|932[932]:0[0]:933[933]
46944	1847-1347	0	2080	-1	1490at3041|TRINITY_DN3346_c0_g1_i6|-|848|7.681e-249|1|501|1847|1847[1847]:501[501]:1347[1347]
47304	443-432	0	4880	-1	4084at3041_7|TRINITY_DN10865_c0_g1_i1|-|257|6.225e-71|1|12|443|443[443]:12[12]:432[432]
46755	107+1221	0	5685	1	1170at3041_6|TRINITY_DN11_c0_g1_i9|+|247|6.375e-68|1|107|1327|107[107]:1327[1327]:1221[1221]
46758	1883+1608	0	10570	1	943at3041_6|TRINITY_DN83_c0_g1_i9|+|160|9.865e-42|1|1883|3490|1883[1883]:3490[3490]:1608[1608]
41645	331+1269	0	16127	1	633at3041|TRINITY_DN8782_c0_g1_i1|+|61|6.252e-12|1|331|1599|331[331]:1599[1599]:1269[1269]
41764	299+1503	0	2806	1	969at3041_7|TRINITY_DN2947_c0_g1_i7|+|264|4.864e-73|1|299|1801|299[299]:1801[1801]:1503[1503]
41895	799-228	0	7205	-1	9999at3041_2|TRINITY_DN2788_c0_g1_i2|-|48|5.122e-08|1|572|799|799[799]:572[572]:228[228]
41895	499-234	0	10627	-1	7539at3041_1|TRINITY_DN2788_c0_g1_i2|-|48|5.122e-08|1|266|499|499[499]:266[266]:234[234]
42021	346+210	0	449	1	570at3041_1|TRINITY_DN3007_c0_g1_i1|+|114|6.942e-28|1|346|555|346[346]:555[555]:210[210]
42289	399-378	0	14523	-1	2104at3041_3|TRINITY_DN15912_c0_g1_i1|-|188|3.675e-50|1|22|399|399[399]:22[22]:378[378]
38271	2043-1158	0	1992	-1	1084at3041_6|TRINITY_DN155_c0_g1_i7|-|773|2.902e-226|1|886|2043|2043[2043]:886[886]:1158[1158]
39241	289+882	0	9869	1	5398at3041|TRINITY_DN223_c0_g1_i4|+|166|1.541e-43|1|289|1170|289[289]:1170[1170]:882[882]
39725	500-441	0	4707	-1	2520at3041|TRINITY_DN585_c0_g1_i1|-|86|1.863e-19|1|60|500|500[500]:60[60]:441[441]
35228	1549-576	0	15899	-1	7030at3041_8|TRINITY_DN397_c0_g1_i7|-|286|1.16e-79|1|974|1549|1549[1549]:974[974]:576[576]
3867	293+780	0	8079	1	1816at3041_3|TRINITY_DN2742_c0_g1_i3|+|278|2.969e-77|1|293|1072|293[293]:1072[1072]:780[780]
3868	261+498	0	13271	1	4855at3041_6|TRINITY_DN2748_c0_g2_i1|+|75|3.816e-16|1|261|758|261[261]:758[758]:498[498]
4417	273-273	0	1542	-1	9580at3041_6|TRINITY_DN27897_c0_g1_i1|-|156|1.578e-40|1|1|273|273[273]:1[1]:273[273]
50103	44+1086	0	12434	1	1257at3041_3|TRINITY_DN306_c0_g1_i5|+|341|3.218e-96|1|44|1129|44[44]:1129[1129]:1086[1086]
50108	559-357	0	4200	-1	4665at3041_5|TRINITY_DN317_c0_g1_i3|-|88|4.658e-20|1|203|559|559[559]:203[203]:357[357]
7293	172+903	0	16161	1	7189at3041_2|TRINITY_DN2213_c0_g1_i1|+|257|6.225e-71|1|172|1074|172[172]:1074[1074]:903[903]
7544	770-771	0	8164	-1	4160at3041_9|TRINITY_DN1694_c0_g1_i2|-|479|9.237e-138|1|0|770|770[770]:0[0]:771[771]
7863	13+687	0	11429	1	6583at3041|TRINITY_DN28000_c0_g1_i1|+|58|5.002e-11|1|13|699|13[13]:699[699]:687[687]
8052	241+447	0	4126	1	6476at3041_9|TRINITY_DN10012_c0_g2_i1|+|177|7.526e-47|1|241|687|241[241]:687[687]:447[447]
8055	58+516	0	37	1	3892at3041|TRINITY_DN6673_c0_g1_i1|+|61|6.252e-12|1|58|573|58[58]:573[573]:516[516]
8258	1018-921	0	9818	-1	4971at3041_6|TRINITY_DN3226_c0_g3_i3|-|117|8.677e-29|1|98|1018|1018[1018]:98[98]:921[921]
8445	64+315	0	8303	1	11632at3041_7|TRINITY_DN6168_c0_g1_i1|+|89|2.329e-20|1|64|378|64[64]:378[378]:315[315]
8625	145+1641	0	7402	1	1056at3041_7|TRINITY_DN438_c0_g1_i2|+|904|1.066e-265|1|145|1785|145[145]:1785[1785]:1641[1641]
7080	221+1665	0	12127	1	943at3041_9|TRINITY_DN83_c0_g2_i9|+|278|2.969e-77|1|221|1885|221[221]:1885[1885]:1665[1665]
7874	982-933	0	2629	-1	2749at3041|TRINITY_DN38927_c0_g1_i1|-|589|7.116e-171|1|50|982|982[982]:50[50]:933[933]
7998	366-366	0	16287	-1	5705at3041_3|TRINITY_DN38046_c0_g1_i1|-|104|7.108e-25|1|1|366|366[366]:1[1]:366[366]
44270	3+558	0	11533	1	1728at3041_3|TRINITY_DN938_c0_g1_i1|+|261|3.891e-72|1|3|560|3[3]:560[560]:558[558]
44680	410-303	0	10330	-1	885at3041_3|TRINITY_DN587_c0_g1_i1|-|46|2.049e-07|1|108|410|410[410]:108[108]:303[303]
44923	1674-1158	0	4744	-1	1715at3041_6|TRINITY_DN1278_c0_g1_i1|-|751|1.217e-219|1|517|1674|1674[1674]:517[517]:1158[1158]
45130	793-792	0	9869	-1	5398at3041|TRINITY_DN28645_c0_g1_i1|-|304|4.423e-85|1|2|793|793[793]:2[2]:792[792]
45136	95+693	0	6738	1	2423at3041_8|TRINITY_DN9290_c0_g1_i1|+|387|4.574e-110|1|95|787|95[95]:787[787]:693[693]
45382	1301+246	0	9579	1	10065at3041_7|TRINITY_DN3110_c0_g1_i2|+|36|0.0002098|1|1301|1546|1301[1301]:1546[1546]:246[246]
45642	945-870	0	491	-1	2983at3041_8|TRINITY_DN1791_c0_g1_i2|-|143|1.293e-36|1|76|945|945[945]:76[76]:870[870]
45646	824-798	0	11720	-1	3217at3041_6|TRINITY_DN1717_c0_g1_i8|-|70|1.221e-14|1|27|824|824[824]:27[27]:798[798]
2869	496-300	0	4641	-1	1176at3041_2|TRINITY_DN258_c1_g1_i12|-|131|5.296e-33|1|197|496|496[496]:197[197]:300[300]
28743	0+231	0	11788	1	7922at3041_6|TRINITY_DN21010_c0_g1_i1|+|152|2.525e-39|1|0|230|0[0]:230[230]:231[231]
28747	1053-987	0	12372	-1	884at3041_6|TRINITY_DN21727_c0_g1_i1|-|580|3.643e-168|1|67|1053|1053[1053]:67[67]:987[987]
28845	1046-639	0	16547	-1	4012at3041_6|TRINITY_DN5509_c0_g1_i1|-|434|3.25e-124|1|408|1046|1046[1046]:408[408]:639[639]
29131	726+789	0	4170	1	1805at3041|TRINITY_DN13804_c0_g1_i1|+|493|5.638e-142|1|726|1514|726[726]:1514[1514]:789[789]
29136	3734-3621	0	7799	-1	106at3041|TRINITY_DN4041_c0_g1_i5|-|2187|0|1|114|3734|3734[3734]:114[114]:3621[3621]
46714	1040-878	0	12554	-1	3352at3041_2|TRINITY_DN30741_c0_g1_i1|-|264|4.864e-73|2|163|1040|1040[1040]:429[429]:612[612]|423[423]:163[163]:261[261]
47289	810-810	0	7795	-1	2261at3041|TRINITY_DN39603_c0_g1_i1|-|492|1.128e-141|1|1|810|810[810]:1[1]:810[810]
47651	534-348	0	14080	-1	1643at3041_1|TRINITY_DN23526_c0_g1_i1|-|203|1.121e-54|1|187|534|534[534]:187[187]:348[348]
47832	814-759	0	486	-1	6347at3041_8|TRINITY_DN2347_c0_g2_i2|-|128|4.237e-32|1|56|814|814[814]:56[56]:759[759]
42186	56+195	0	5031	1	4074at3041_3|TRINITY_DN31178_c0_g1_i1|+|59|2.501e-11|1|56|250|56[56]:250[250]:195[195]
16195	54+522	0	5701	1	7428at3041_8|TRINITY_DN27685_c0_g1_i1|+|341|3.218e-96|1|54|575|54[54]:575[575]:522[522]
16576	405-402	0	8053	-1	8331at3041_1|TRINITY_DN22369_c0_g1_i1|-|180|9.408e-48|1|4|405|405[405]:4[4]:402[402]
16692	215+219	0	442	1	8810at3041_7|TRINITY_DN7734_c0_g1_i1|+|42|3.278e-06|1|215|433|215[215]:433[433]:219[219]
502	1665-174	0	14614	-1	5677at3041_4|TRINITY_DN357_c0_g1_i10|-|46|2.049e-07|1|1492|1665|1665[1665]:1492[1492]:174[174]
508	1304-555	0	6276	-1	4665at3041_9|TRINITY_DN317_c0_g1_i7|-|91|5.823e-21|1|750|1304|1304[1304]:750[750]:555[555]
727	465-465	0	4026	-1	1133at3041_9|TRINITY_DN33693_c0_g1_i1|-|156|1.578e-40|1|1|465|465[465]:1[1]:465[465]
17794	693-693	0	4858	-1	4203at3041_9|TRINITY_DN10287_c0_g1_i1|-|446|7.934e-128|1|1|693|693[693]:1[1]:693[693]
18118	243-243	0	4726	-1	495at3041_1|TRINITY_DN8438_c0_g1_i1|-|57|1e-10|1|1|243|243[243]:1[1]:243[243]
18191	196+1062	0	3463	1	6521at3041_8|TRINITY_DN40395_c0_g1_i2|+|595|1.112e-172|1|196|1257|196[196]:1257[1257]:1062[1062]
18195	1099-678	0	9267	-1	7781at3041_8|TRINITY_DN6917_c0_g1_i1|-|285|2.319e-79|1|422|1099|1099[1099]:422[422]:678[678]
13297	223-207	0	1999	-1	8500at3041_0|TRINITY_DN800_c0_g1_i3|-|42|3.278e-06|1|17|223|223[223]:17[17]:207[207]
2227	275-276	0	10606	-1	6721at3041_6|TRINITY_DN17515_c0_g1_i2|-|180|9.408e-48|1|0|275|275[275]:0[0]:276[276]
2316	47+609	0	1568	1	5142at3041|TRINITY_DN4296_c0_g1_i2|+|108|4.443e-26|1|47|655|47[47]:655[655]:609[609]
2912	389-390	0	15322	-1	1366at3041_3|TRINITY_DN38965_c0_g1_i1|-|90|1.165e-20|1|0|389|389[389]:0[0]:390[390]
19038	91+1188	0	15573	1	1966at3041|TRINITY_DN3618_c0_g1_i2|+|686|4.491e-200|1|91|1278|91[91]:1278[1278]:1188[1188]
19446	375-318	0	1369	-1	5430at3041_0|TRINITY_DN10231_c0_g1_i1|-|158|3.946e-41|1|58|375|375[375]:58[58]:318[318]
49423	604-444	0	1060	-1	5270at3041|TRINITY_DN2455_c0_g1_i3|-|277|5.937e-77|1|161|604|604[604]:161[161]:444[444]
49708	22+702	0	5069	1	4427at3041_1|TRINITY_DN14642_c0_g1_i1|+|383|7.318e-109|1|22|723|22[22]:723[723]:702[702]
50064	1390+426	0	6910	1	6583at3041_0|TRINITY_DN83_c0_g2_i13|+|69|2.442e-14|1|1390|1815|1390[1390]:1815[1815]:426[426]
50064	346+1629	0	11089	1	943at3041_7|TRINITY_DN83_c0_g2_i13|+|232|2.089e-63|1|346|1974|346[346]:1974[1974]:1629[1629]
50380	214+2406	0	4495	1	231at3041_8|TRINITY_DN631_c0_g1_i2|+|1326|0|2|214|2619|214[214]:900[900]:687[687]|1180[1189]:2619[2619]:1440[1431]
50383	123+510	0	6730	1	1627at3041_2|TRINITY_DN636_c0_g1_i4|+|244|5.1e-67|1|123|632|123[123]:632[632]:510[510]
50389	490+789	0	7223	1	4971at3041_1|TRINITY_DN633_c0_g1_i3|+|209|1.752e-56|1|490|1278|490[490]:1278[1278]:789[789]
51302	439+867	0	16058	1	2983at3041_6|TRINITY_DN595_c0_g1_i2|+|208|3.505e-56|1|439|1305|439[439]:1305[1305]:867[867]
