269	706-672	0	13389	-1	10034at3041_9|TRINITY_DN79632_c0_g1_i1|-|145|3.232e-37|1|35|706|706[706]:35[35]:672[672]
513	173+405	0	12487	1	8415at3041|TRINITY_DN140_c1_g1_i1|+|156|1.578e-40|1|173|577|173[173]:577[577]:405[405]
862	630+303	0	8467	1	6583at3041_3|TRINITY_DN47043_c0_g1_i1|+|45|4.098e-07|1|630|932|630[630]:932[932]:303[303]
93583	2959+279	0	11746	1	7564at3041_4|TRINITY_DN496_c0_g1_i3|+|60|1.25e-11|1|2959|3237|2959[2959]:3237[3237]:279[279]
94449	418+303	0	6984	1	10065at3041_2|TRINITY_DN3145_c0_g1_i2|+|70|1.221e-14|1|418|720|418[418]:720[720]:303[303]
94810	1+405	0	9387	1	6813at3041|TRINITY_DN20684_c0_g1_i1|+|237|6.528e-65|1|1|405|1[1]:405[405]:405[405]
6614	1722+444	0	660	1	6673at3041_4|TRINITY_DN2633_c0_g1_i2|+|119|2.169e-29|1|1722|2165|1722[1722]:2165[2165]:444[444]
6783	176+741	0	5088	1	3914at3041_6|TRINITY_DN8097_c0_g1_i2|+|469|9.458e-135|1|176|916|176[176]:916[916]:741[741]
6789	291+333	0	11062	1	6583at3041_8|TRINITY_DN7649_c0_g1_i1|+|55|4.002e-10|1|291|623|291[291]:623[623]:333[333]
7071	836-573	0	1258	-1	5058at3041_6|TRINITY_DN11738_c0_g1_i1|-|368|2.398e-104|1|264|836|836[836]:264[264]:573[573]
7387	0+603	0	10543	1	6583at3041_7|TRINITY_DN3510_c0_g1_i4|+|83|1.491e-18|1|0|602|0[0]:602[602]:603[603]
90121	1376-744	0	15661	-1	2073at3041_8|TRINITY_DN21914_c0_g1_i4|-|425|1.664e-121|1|633|1376|1376[1376]:633[633]:744[744]
90252	4+975	0	9550	1	2782at3041_4|TRINITY_DN870_c0_g1_i1|+|283|9.277e-79|1|4|978|4[4]:978[978]:975[975]
90254	147+762	0	4717	1	6930at3041|TRINITY_DN857_c0_g1_i1|+|160|9.865e-42|1|147|908|147[147]:908[908]:762[762]
90254	1251+1035	0	11412	1	891at3041_3|TRINITY_DN857_c0_g1_i1|+|279|1.484e-77|1|1251|2285|1251[1251]:2285[2285]:1035[1035]
90258	256+414	0	249	1	8289at3041_5|TRINITY_DN804_c0_g2_i6|+|65|3.908e-13|1|256|669|256[256]:669[669]:414[414]
91341	2891+1323	0	7909	1	1700at3041_4|TRINITY_DN4410_c0_g1_i6|+|179|1.882e-47|1|2891|4213|2891[2891]:4213[4213]:1323[1323]
91680	315+681	0	1421	1	2687at3041_4|TRINITY_DN2645_c0_g1_i1|+|41|6.556e-06|1|315|995|315[315]:995[995]:681[681]
92197	730-672	0	9231	-1	4728at3041_9|TRINITY_DN6852_c0_g1_i10|-|84|7.453e-19|1|59|730|730[730]:59[59]:672[672]
81674	515-417	0	6237	-1	7276at3041|TRINITY_DN63875_c0_g1_i1|-|277|5.937e-77|1|99|515|515[515]:99[99]:417[417]
81807	19+207	0	1175	1	8895at3041_7|TRINITY_DN18886_c0_g1_i1|+|66|1.954e-13|1|19|225|19[19]:225[225]:207[207]
82192	437+264	0	1339	1	8384at3041_4|TRINITY_DN97_c0_g1_i13|+|100|1.137e-23|1|437|700|437[437]:700[700]:264[264]
82195	3+774	0	1744	1	4203at3041_3|TRINITY_DN40579_c0_g1_i1|+|193|1.148e-51|1|3|776|3[3]:776[776]:774[774]
82446	752-468	0	7742	-1	4971at3041_2|TRINITY_DN29308_c0_g2_i1|-|64|7.816e-13|1|285|752|752[752]:285[285]:468[468]
43372	2031-381	0	9168	-1	1350at3041_1|TRINITY_DN1592_c0_g1_i5|-|43|1.639e-06|1|1651|2031|2031[2031]:1651[1651]:381[381]
43373	1686+660	0	4683	1	4759at3041|TRINITY_DN1600_c0_g1_i4|+|220|8.556e-60|1|1686|2345|1686[1686]:2345[2345]:660[660]
93417	182+465	0	1759	1	5705at3041_7|TRINITY_DN12120_c0_g1_i1|+|286|1.16e-79|1|182|646|182[182]:646[646]:465[465]
93712	283-276	0	6666	-1	6074at3041_1|TRINITY_DN74668_c0_g1_i1|-|74|7.632e-16|1|8|283|283[283]:8[8]:276[276]
93885	27+441	0	8892	1	4317at3041_5|TRINITY_DN351_c0_g2_i1|+|49|2.561e-08|1|27|467|27[27]:467[467]:441[441]
17612	250-249	0	9736	-1	714at3041_2|TRINITY_DN91573_c0_g1_i1|-|53|1.601e-09|1|2|250|250[250]:2[2]:249[249]
17722	2996-1233	0	9201	-1	894at3041_7|TRINITY_DN1776_c0_g6_i1|-|138|4.137e-35|1|1764|2996|2996[2996]:1764[1764]:1233[1233]
17722	3794-729	0	12441	-1	3428at3041_7|TRINITY_DN1776_c0_g6_i1|-|275|2.375e-76|1|3066|3794|3794[3794]:3066[3066]:729[729]
17722	1704-1194	0	14146	-1	1722at3041_4|TRINITY_DN1776_c0_g6_i1|-|411|2.726e-117|1|511|1704|1704[1704]:511[511]:1194[1194]
18288	1061-543	0	5918	-1	4084at3041_9|TRINITY_DN13145_c0_g1_i3|-|94|7.279e-22|1|519|1061|1061[1061]:519[519]:543[543]
18289	847-846	0	10913	-1	2257at3041|TRINITY_DN13158_c0_g1_i1|-|398|2.233e-113|1|2|847|847[847]:2[2]:846[846]
18409	1014-258	0	442	-1	8810at3041_7|TRINITY_DN966_c0_g1_i2|-|46|2.049e-07|1|757|1014|1014[1014]:757[757]:258[258]
18409	1566-498	0	5135	-1	4072at3041_3|TRINITY_DN966_c0_g1_i2|-|117|8.677e-29|1|1069|1566|1566[1566]:1069[1069]:498[498]
19043	1340-1221	0	10736	-1	1739at3041_6|TRINITY_DN2307_c0_g3_i1|-|747|1.947e-218|1|120|1340|1340[1340]:120[120]:1221[1221]
111638	45+585	0	11959	1	5551at3041|TRINITY_DN48989_c0_g1_i1|+|327|5.273e-92|1|45|629|45[45]:629[629]:585[585]
111853	769-702	0	12014	-1	1235at3041_8|TRINITY_DN2388_c2_g1_i1|-|72|3.053e-15|1|68|769|769[769]:68[68]:702[702]
102303	1478+1569	0	7144	1	879at3041_3|TRINITY_DN691_c0_g1_i2|+|461|2.421e-132|1|1478|3046|1478[1478]:3046[3046]:1569[1569]
102303	54+654	0	12991	1	3556at3041|TRINITY_DN691_c0_g1_i2|+|112|2.777e-27|1|54|707|54[54]:707[707]:654[654]
102305	1351-408	0	969	-1	8793at3041_4|TRINITY_DN639_c0_g1_i2|-|40|1.311e-05|1|944|1351|1351[1351]:944[944]:408[408]
102674	0+483	0	2245	1	3499at3041_3|TRINITY_DN15996_c0_g2_i1|+|117|8.677e-29|1|0|482|0[0]:482[482]:483[483]
102676	917-717	0	3125	-1	5145at3041|TRINITY_DN93330_c0_g1_i1|-|419|1.065e-119|1|201|917|917[917]:201[201]:717[717]
103104	945-837	0	7371	-1	1670at3041_6|TRINITY_DN24469_c0_g1_i2|-|55|4.002e-10|1|109|945|945[945]:109[109]:837[837]
103249	1449-1098	0	8884	-1	1108at3041_1|TRINITY_DN34828_c0_g1_i1|-|291|3.624e-81|1|352|1449|1449[1449]:352[352]:1098[1098]
103730	2+345	0	234	1	4242at3041_3|TRINITY_DN11553_c0_g1_i1|+|97|9.098e-23|1|2|346|2[2]:346[346]:345[345]
4288	748-747	0	10325	-1	1071at3041_3|TRINITY_DN31068_c0_g1_i6|-|284|4.638e-79|1|2|748|748[748]:2[2]:747[747]
