#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN78_c1_g2_i1:611-1708   -            366 1477at3041           -            321   3.1e-58  193.5   0.1   1   1   1.1e-59   4.3e-58  193.0   0.1    10   320     2   344     1   345 0.82 -
TRINITY_DN78_c1_g1_i1:195-1304   -            370 1477at3041           -            321   2.5e-54  180.6   3.3   1   1   1.1e-55   4.3e-54  179.9   3.3    13   319     4   342     1   344 0.81 -
TRINITY_DN908_c0_g1_i3:413-1582  -            390 1477at3041           -            321   1.4e-49  165.0   1.5   1   1   6.1e-51   2.5e-49  164.2   1.5    12   320     3   359     1   360 0.76 -
TRINITY_DN704_c0_g4_i3:4-1209    -            402 1477at3041           -            321   9.8e-44  145.8   0.0   1   1   4.7e-45   1.9e-43  144.9   0.0    26   319    46   379    26   381 0.76 -
TRINITY_DN704_c0_g4_i1:4-1029    -            342 1477at3041           -            321   4.6e-40  133.8   0.0   1   1   2.3e-41   9.5e-40  132.7   0.0    46   319     5   319     2   321 0.76 -
TRINITY_DN704_c0_g5_i1:6-1166    -            387 1477at3041           -            321     5e-38  127.1   0.0   1   1   2.6e-39   1.1e-37  126.0   0.0    10   318    22   368    17   371 0.78 -
TRINITY_DN624_c0_g5_i1:31-1518   -            496 1477at3041           -            321     1e-37  126.1   0.0   1   1   9.8e-39     4e-37  124.1   0.0    23   320   151   492   134   493 0.74 -
TRINITY_DN704_c0_g2_i1:4-1038    -            345 1477at3041           -            321   2.5e-30  101.8   0.0   1   1   1.5e-31   6.1e-30  100.5   0.0    69   317     8   288     4   292 0.76 -
TRINITY_DN615_c0_g1_i1:273-1325  -            351 1477at3041           -            321   7.1e-30  100.3   0.0   1   1     1e-30   4.2e-29   97.7   0.0    34   320     2   336     1   337 0.72 -
TRINITY_DN6706_c0_g1_i1:37-1170  -            378 1477at3041           -            321   2.1e-28   95.5   0.0   1   2     6e-10   2.4e-08   29.5   0.0    42   159    10   152     1   177 0.69 -
TRINITY_DN6706_c0_g1_i1:37-1170  -            378 1477at3041           -            321   2.1e-28   95.5   0.0   2   2   2.7e-20   1.1e-18   63.5   0.0   158   319   191   367   189   369 0.74 -
TRINITY_DN27810_c0_g1_i1:3-620   -            206 1477at3041           -            321     2e-25   85.7   0.0   1   1   9.3e-27   3.8e-25   84.7   0.0     5   144    30   189    26   195 0.80 -
TRINITY_DN5238_c0_g1_i1:82-720   -            213 1477at3041           -            321   9.4e-25   83.5   0.1   1   1   4.8e-26     2e-24   82.4   0.1     6   176     3   199     1   207 0.79 -
TRINITY_DN908_c0_g1_i2:413-997   -            195 1477at3041           -            321   2.5e-23   78.8   0.1   1   1   7.5e-25   3.1e-23   78.5   0.1   186   320     8   164     3   165 0.74 -
TRINITY_DN908_c0_g1_i1:168-758   -            197 1477at3041           -            321     4e-23   78.1   0.3   1   1     2e-24     8e-23   77.1   0.3    12   177     3   193     1   197 0.74 -
TRINITY_DN1190_c0_g1_i2:133-1356 -            408 1477at3041           -            321     1e-20   70.2   0.0   1   1   7.5e-22   3.1e-20   68.6   0.0    31   314     5   326     1   334 0.67 -
TRINITY_DN624_c0_g5_i2:31-1161   -            377 1477at3041           -            321   6.1e-16   54.5   0.0   1   1   5.9e-17   2.4e-15   52.5   0.0    23   178   151   335   134   348 0.74 -
TRINITY_DN11467_c0_g1_i1:340-966 -            209 1477at3041           -            321   9.5e-16   53.9   0.0   1   1     5e-17     2e-15   52.8   0.0     2   169     7   209     6   209 0.73 -
TRINITY_DN624_c0_g4_i2:618-1277  -            220 1477at3041           -            321     3e-14   48.9   0.0   1   1   1.9e-15   7.8e-14   47.6   0.0    22   140    74   219    60   220 0.73 -
TRINITY_DN624_c0_g4_i3:638-1297  -            220 1477at3041           -            321     3e-14   48.9   0.0   1   1   1.9e-15   7.8e-14   47.6   0.0    22   140    74   219    60   220 0.73 -
TRINITY_DN2698_c0_g1_i1:2-829    -            276 1477at3041           -            321   7.5e-14   47.6   0.0   1   1   3.5e-15   1.4e-13   46.7   0.0    73   303     4   275     1   276 0.73 -
TRINITY_DN1655_c0_g3_i1:0-578    -            193 1477at3041           -            321   2.9e-13   45.7   0.0   1   1   9.3e-15   3.8e-13   45.3   0.0   160   320     9   182     2   183 0.76 -
TRINITY_DN704_c0_g1_i1:5-445     -            147 1477at3041           -            321   1.7e-11   39.9   0.0   1   1     1e-12   4.2e-11   38.6   0.0    30   145     3   141     1   146 0.70 -
TRINITY_DN19215_c0_g1_i1:10-561  -            184 1477at3041           -            321   2.2e-11   39.5   0.2   1   1     4e-12   1.7e-10   36.7   0.2    28   157    14   170     5   184 0.67 -
TRINITY_DN2698_c0_g1_i2:2-694    -            231 1477at3041           -            321   7.4e-11   37.8   0.0   1   1   2.9e-12   1.2e-10   37.1   0.0   113   303    12   230     9   231 0.72 -
TRINITY_DN624_c0_g6_i1:26-298    -             91 1477at3041           -            321   6.8e-10   34.6   0.0   1   1     3e-11   1.2e-09   33.8   0.0    31   106     1    87     1    90 0.85 -
TRINITY_DN5196_c0_g1_i1:22-318   -             99 1477at3041           -            321   1.7e-09   33.4   0.4   1   1   6.5e-11   2.6e-09   32.7   0.4    31    97     1    78     1    96 0.81 -
TRINITY_DN32577_c0_g1_i1:426-692 -             89 1477at3041           -            321   3.8e-09   32.2   0.0   1   1   1.2e-10   4.8e-09   31.8   0.0    33   103     5    82     2    85 0.84 -
TRINITY_DN1990_c0_g1_i1:82-1029  -            316 1477at3041           -            321   1.5e-07   27.0   0.0   1   2     3e-08   1.2e-06   23.9   0.0    30   144    15   158     3   172 0.68 -
TRINITY_DN1990_c0_g1_i1:82-1029  -            316 1477at3041           -            321   1.5e-07   27.0   0.0   2   2       1.1        47   -1.0   0.0   161   179   234   252   231   265 0.83 -
TRINITY_DN1271_c0_g1_i1:13-549   -            179 1477at3041           -            321     0.007   11.6   0.0   1   2      0.66        27   -0.2   0.0   221   271    41    95    17   107 0.74 -
TRINITY_DN1271_c0_g1_i1:13-549   -            179 1477at3041           -            321     0.007   11.6   0.0   2   2   0.00076     0.031    9.5   0.1   275   313   143   179   135   179 0.73 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /sw/bioinfo/BUSCO/v5_lineage_sets/lineages/chlorophyta_odb10/hmms/1477at3041.hmm
# Target file:     /crex/proj/snic2022-23-81/expression_algae/code/busco/trinity_VA-3180-Osg12Pal/run_chlorophyta_odb10/metaeuk_output/rerun_results/trinity_VA-3180-Osg12Pal.Trinity.fasta.modified.fas
