#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN13407_c0_g1_i1:405-1034   -            210 6476at3041           -            210   6.4e-25   84.9  11.8   1   3   8.3e-07   5.4e-05   19.8   0.2    75   155     4    95     1    95 0.83 -
TRINITY_DN13407_c0_g1_i1:405-1034   -            210 6476at3041           -            210   6.4e-25   84.9  11.8   2   3   6.5e-15   4.2e-13   46.3   5.4    49   124    74   152    70   153 0.94 -
TRINITY_DN13407_c0_g1_i1:405-1034   -            210 6476at3041           -            210   6.4e-25   84.9  11.8   3   3   2.4e-11   1.5e-09   34.7   0.7    49   106   144   203   142   208 0.91 -
TRINITY_DN2016_c0_g1_i1:132-779     -            216 6476at3041           -            210   1.5e-24   83.8   5.1   1   3   5.7e-05    0.0037   13.9   0.0    55   105     2    55     1    66 0.88 -
TRINITY_DN2016_c0_g1_i1:132-779     -            216 6476at3041           -            210   1.5e-24   83.8   5.1   2   3   2.7e-07   1.7e-05   21.4   0.3    67   120    64   117    60   119 0.91 -
TRINITY_DN2016_c0_g1_i1:132-779     -            216 6476at3041           -            210   1.5e-24   83.8   5.1   3   3   1.8e-15   1.1e-13   48.2   1.5    49   125   113   191   109   214 0.73 -
TRINITY_DN5298_c0_g1_i1:313-1293    -            327 6476at3041           -            210   1.2e-23   80.8   0.1   1   3   3.8e-08   2.5e-06   24.2   0.0    48   172    32   154    10   155 0.84 -
TRINITY_DN5298_c0_g1_i1:313-1293    -            327 6476at3041           -            210   1.2e-23   80.8   0.1   2   3   1.6e-11     1e-09   35.3   0.0    48   148   163   275   160   282 0.83 -
TRINITY_DN5298_c0_g1_i1:313-1293    -            327 6476at3041           -            210   1.2e-23   80.8   0.1   3   3   8.6e-07   5.5e-05   19.8   0.1    48   106   260   322   253   327 0.78 -
TRINITY_DN2016_c0_g1_i3:9-431       -            141 6476at3041           -            210     2e-22   76.8   3.7   1   2     1e-14   6.6e-13   45.7   0.1    54   124     2    74     1    76 0.96 -
TRINITY_DN2016_c0_g1_i3:9-431       -            141 6476at3041           -            210     2e-22   76.8   3.7   2   2   6.1e-12   3.9e-10   36.6   2.1    50   119    67   139    65   141 0.89 -
TRINITY_DN7652_c0_g1_i1:13-366      -            118 6476at3041           -            210   2.6e-19   66.6   4.4   1   2   8.8e-09   5.7e-07   26.3   0.1    76   120     1    45     1    47 0.90 -
TRINITY_DN7652_c0_g1_i1:13-366      -            118 6476at3041           -            210   2.6e-19   66.6   4.4   2   2   2.5e-14   1.6e-12   44.4   1.3    51   114    43   108    42   118 0.94 -
TRINITY_DN4758_c0_g1_i2:553-1095    -            181 6476at3041           -            210   1.9e-18   63.8  11.1   1   3   1.8e-06   0.00012   18.7   0.8    52   106     1    64     1    70 0.62 -
TRINITY_DN4758_c0_g1_i2:553-1095    -            181 6476at3041           -            210   1.9e-18   63.8  11.1   2   3   3.4e-10   2.2e-08   30.9   0.4    50   125    52   127    46   128 0.90 -
TRINITY_DN4758_c0_g1_i2:553-1095    -            181 6476at3041           -            210   1.9e-18   63.8  11.1   3   3   1.4e-09   9.2e-08   28.9   1.2    49   109   118   178   115   181 0.91 -
TRINITY_DN27601_c0_g1_i1:7-483      -            159 6476at3041           -            210   1.1e-17   61.3   6.1   1   2     2e-12   1.3e-10   38.2   1.3    50   113     6    72     2    80 0.85 -
TRINITY_DN27601_c0_g1_i1:7-483      -            159 6476at3041           -            210   1.1e-17   61.3   6.1   2   2   1.7e-08   1.1e-06   25.3   0.3    73   140    79   153    74   159 0.47 -
TRINITY_DN12435_c0_g2_i1:115-552    -            146 6476at3041           -            210   3.3e-17   59.7   3.2   1   1   6.6e-19   4.2e-17   59.4   3.2    48   173    13   141     2   144 0.89 -
TRINITY_DN267_c0_g1_i10:4203-5033   -            277 6476at3041           -            210   1.2e-16   57.9   7.7   1   4     4e-07   2.6e-05   20.9   1.0    67   125     3    62     2    71 0.91 -
TRINITY_DN267_c0_g1_i10:4203-5033   -            277 6476at3041           -            210   1.2e-16   57.9   7.7   2   4   1.2e-07   7.7e-06   22.6   1.5    49   159    53   173    52   176 0.79 -
TRINITY_DN267_c0_g1_i10:4203-5033   -            277 6476at3041           -            210   1.2e-16   57.9   7.7   3   4   0.00021     0.014   12.0   0.0    48   107   147   208   143   215 0.84 -
TRINITY_DN267_c0_g1_i10:4203-5033   -            277 6476at3041           -            210   1.2e-16   57.9   7.7   4   4   5.9e-05    0.0038   13.8   0.0    32    83   194   255   193   262 0.59 -
