# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Duplicated	TRINITY_DN1174_c0_g1_i2:45-6416	3914.6	1855	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN1174_c0_g1_i9:198-7253	4222.2	2009	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Duplicated	TRINITY_DN2350_c0_g2_i2:122-4315	2216.6	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
42at3041	Duplicated	TRINITY_DN2350_c0_g2_i5:122-4461	2216.6	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Duplicated	TRINITY_DN5878_c0_g1_i1:10-2832	1377.3	800	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
52at3041	Duplicated	TRINITY_DN5878_c0_g1_i4:10-2625	1238.5	732	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
64at3041	Complete	TRINITY_DN63552_c0_g1_i1:92-367	202.0	91	https://www.orthodb.org/v10?query=64at3041	predicted protein
66at3041	Missing
72at3041	Missing
91at3041	Complete	TRINITY_DN8208_c0_g1_i2:224-1972	909.5	501	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Complete	TRINITY_DN350_c0_g1_i5:110-3604	1653.3	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Missing
106at3041	Complete	TRINITY_DN7688_c0_g1_i5:75-4277	1802.8	1095	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Complete	TRINITY_DN22408_c0_g1_i1:1-705	518.0	227	https://www.orthodb.org/v10?query=117at3041	Midasin
118at3041	Duplicated	TRINITY_DN1329_c0_g1_i1:124-1314	557.4	351	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
118at3041	Duplicated	TRINITY_DN1329_c0_g1_i2:47-1144	529.4	322	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
125at3041	Missing
126at3041	Fragmented	TRINITY_DN49340_c0_g1_i1:381-1283	547.6	280	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
137at3041	Fragmented	TRINITY_DN33843_c0_g1_i1:27-1682	857.2	447	https://www.orthodb.org/v10?query=137at3041	Splicing factor 3B subunit 1
142at3041	Complete	TRINITY_DN21233_c0_g1_i3:142-3378	1629.2	890	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Duplicated	TRINITY_DN4003_c0_g2_i1:46-1878	923.3	507	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
143at3041	Duplicated	TRINITY_DN4003_c0_g2_i2:46-2004	899.5	551	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
144at3041	Missing
