59364	828-549	0	4148	-1	4927at3041|TRINITY_DN40754_c0_g1_i1|-|48|3.697e-08|1|280|828|828[828]:280[280]:549[549]
25548	2286-333	0	5161	-1	8327at3041|TRINITY_DN1147_c0_g1_i5|-|104|5.13e-25|1|1954|2286|2286[2286]:1954[1954]:333[333]
55718	0+138	0	3917	1	11622at3041|TRINITY_DN50206_c0_g1_i1|+|40|9.463e-06|1|0|137|0[0]:137[137]:138[138]
17473	288-288	0	10330	-1	6583at3041|TRINITY_DN9583_c0_g1_i4|-|40|9.463e-06|1|1|288|288[288]:1[1]:288[288]
13581	111+846	0	838	1	2580at3041|TRINITY_DN270_c0_g1_i1|+|154|4.556e-40|1|111|956|111[111]:956[956]:846[846]
14052	126+210	0	5407	1	8810at3041|TRINITY_DN2479_c0_g1_i2|+|46|1.479e-07|1|126|335|126[126]:335[335]:210[210]
60503	1199-1176	0	5704	-1	3350at3041|TRINITY_DN3969_c0_g1_i1|-|208|2.529e-56|1|24|1199|1199[1199]:24[24]:1176[1176]
2758	2+531	0	7184	1	6355at3041|TRINITY_DN7119_c0_g2_i2|+|76|1.377e-16|1|2|532|2[2]:532[532]:531[531]
2907	1+765	0	8717	1	3217at3041|TRINITY_DN1133_c0_g1_i1|+|83|1.076e-18|1|1|765|1[1]:765[765]:765[765]
68663	3143-417	0	5502	-1	8327at3041|TRINITY_DN5_c0_g4_i1|-|130|7.644e-33|1|2727|3143|3143[3143]:2727[2727]:417[417]
68663	5510-1140	0	6799	-1	1271at3041|TRINITY_DN5_c0_g4_i1|-|70|8.813e-15|1|4371|5510|5510[5510]:4371[4371]:1140[1140]
68665	1699+417	0	5502	1	8327at3041|TRINITY_DN73_c0_g2_i2|+|140|7.465e-36|1|1699|2115|1699[1699]:2115[2115]:417[417]
107641	383-330	0	3302	-1	6375at3041|TRINITY_DN21452_c0_g1_i1|-|39|1.893e-05|1|54|383|383[383]:54[54]:330[330]
108004	22+288	0	2656	1	2664at3041|TRINITY_DN996_c0_g1_i2|+|49|1.848e-08|1|22|309|22[22]:309[309]:288[288]
108453	944-498	0	9583	-1	7678at3041|TRINITY_DN48721_c0_g1_i1|-|96|1.313e-22|1|447|944|944[944]:447[447]:498[498]
38658	331-330	0	10170	-1	7265at3041|TRINITY_DN20228_c0_g1_i1|-|126|1.223e-31|1|2|331|331[331]:2[2]:330[330]
39506	50+534	0	109	1	6583at3041|TRINITY_DN1425_c0_g1_i3|+|94|5.253e-22|1|50|583|50[50]:583[583]:534[534]
39508	22+366	0	5858	1	5982at3041|TRINITY_DN1437_c0_g2_i6|+|65|2.82e-13|1|22|387|22[22]:387[387]:366[366]
43341	267-225	0	3031	-1	9999at3041|TRINITY_DN44056_c0_g1_i1|-|46|1.479e-07|1|43|267|267[267]:43[43]:225[225]
43758	127+342	0	1458	1	10545at3041|TRINITY_DN292_c0_g1_i2|+|106|1.283e-25|1|127|468|127[127]:468[468]:342[342]
59534	278-240	0	2110	-1	8868at3041|TRINITY_DN29860_c0_g1_i2|-|40|9.463e-06|1|39|278|278[278]:39[39]:240[240]
83586	243-222	0	9365	-1	4514at3041|TRINITY_DN31955_c0_g2_i1|-|110|8.016e-27|1|22|243|243[243]:22[22]:222[222]
1820	103+804	0	3525	1	3456at3041|TRINITY_DN18955_c0_g2_i1|+|146|1.166e-37|1|103|906|103[103]:906[906]:804[804]
32653	381+414	0	8280	1	2988at3041|TRINITY_DN26008_c0_g1_i4|+|79|1.721e-17|1|381|794|381[381]:794[794]:414[414]
33427	236-237	0	2792	-1	8868at3041|TRINITY_DN102943_c0_g1_i1|-|158|2.848e-41|1|0|236|236[236]:0[0]:237[237]
85148	388-342	0	9976	-1	6673at3041|TRINITY_DN50276_c0_g1_i1|-|99|1.642e-23|1|47|388|388[388]:47[47]:342[342]
85482	533-525	0	10824	-1	6491at3041|TRINITY_DN96262_c0_g1_i1|-|76|1.377e-16|1|9|533|533[533]:9[9]:525[525]
19126	313-312	0	1925	-1	6072at3041|TRINITY_DN41140_c0_g1_i1|-|203|8.094e-55|1|2|313|313[313]:2[2]:312[312]
19128	97+222	0	9695	1	10065at3041|TRINITY_DN41193_c0_g1_i1|+|43|1.183e-06|1|97|318|97[97]:318[318]:222[222]
19297	595-594	0	4148	-1	4927at3041|TRINITY_DN39090_c0_g1_i1|-|91|4.203e-21|1|2|595|595[595]:2[2]:594[594]
119906	990+765	0	6859	1	7789at3041|TRINITY_DN4559_c0_g1_i4|+|77|6.885e-17|1|990|1754|990[990]:1754[1754]:765[765]
26730	855-657	0	9685	-1	1089at3041|TRINITY_DN97750_c0_g1_i1|-|69|1.763e-14|1|199|855|855[855]:199[199]:657[657]
27393	139+195	0	3020	1	8810at3041|TRINITY_DN29261_c0_g1_i2|+|39|1.893e-05|1|139|333|139[139]:333[333]:195[195]
65493	246+237	0	10036	1	9283at3041|TRINITY_DN9029_c0_g1_i1|+|58|3.61e-11|1|246|482|246[246]:482[482]:237[237]
79638	3709+324	0	7387	1	1350at3041|TRINITY_DN106_c0_g1_i18|+|36|0.0001514|1|3709|4032|3709[3709]:4032[4032]:324[324]
102270	456+2316	0	10582	1	187at3041|TRINITY_DN150_c0_g1_i1|+|523|3.789e-151|1|456|2771|456[456]:2771[2771]:2316[2316]
102274	25+720	0	7336	1	4310at3041|TRINITY_DN117_c0_g1_i4|+|437|2.932e-125|1|25|744|25[25]:744[744]:720[720]
102276	1869+324	0	7387	1	1350at3041|TRINITY_DN106_c0_g1_i8|+|36|0.0001514|1|1869|2192|1869[1869]:2192[2192]:324[324]
92360	22+405	0	9272	1	9478at3041|TRINITY_DN1771_c0_g1_i1|+|48|3.697e-08|1|22|426|22[22]:426[426]:405[405]
72436	3143-417	0	5502	-1	8327at3041|TRINITY_DN5_c0_g4_i2|-|130|7.644e-33|1|2727|3143|3143[3143]:2727[2727]:417[417]
95097	305-294	0	7539	-1	957at3041|TRINITY_DN19095_c0_g1_i1|-|63|1.128e-12|1|12|305|305[305]:12[12]:294[294]
50238	924-351	0	9295	-1	10545at3041|TRINITY_DN2297_c0_g1_i1|-|117|6.262e-29|1|574|924|924[924]:574[574]:351[351]
50567	1034-708	0	10534	-1	1103at3041|TRINITY_DN3671_c2_g1_i1|-|318|1.949e-89|1|327|1034|1034[1034]:327[327]:708[708]
3886	1237-1236	0	10177	-1	295at3041|TRINITY_DN778_c0_g1_i5|-|752|4.392e-220|1|2|1237|1237[1237]:2[2]:1236[1236]
10838	12+435	0	1217	1	4262at3041|TRINITY_DN102257_c0_g1_i1|+|68|3.525e-14|1|12|446|12[12]:446[446]:435[435]
11328	10+219	0	5738	1	2959at3041|TRINITY_DN6929_c0_g1_i1|+|46|1.479e-07|1|10|228|10[10]:228[228]:219[219]
38353	657-654	0	8122	-1	5240at3041|TRINITY_DN4388_c0_g1_i1|-|350|4.537e-99|1|4|657|657[657]:4[4]:654[654]
38358	320-270	0	2072	-1	8810at3041|TRINITY_DN43895_c0_g1_i1|-|41|4.732e-06|1|51|320|320[320]:51[51]:270[270]
11710	2+1110	0	7140	1	1271at3041|TRINITY_DN160_c0_g1_i8|+|81|4.303e-18|1|2|1111|2[2]:1111[1111]:1110[1110]
12089	47+387	0	9990	1	6583at3041|TRINITY_DN70493_c0_g1_i1|+|59|1.805e-11|1|47|433|47[47]:433[433]:387[387]
