# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Complete	TRINITY_DN1949_c0_g1_i2:223-7716	4527.2	2150	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Duplicated	TRINITY_DN1337_c0_g1_i12:809-5148	2216.6	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
42at3041	Duplicated	TRINITY_DN1337_c0_g1_i2:809-5109	2216.5	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
42at3041	Duplicated	TRINITY_DN1337_c0_g1_i3:809-4039	1884.9	954	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
42at3041	Duplicated	TRINITY_DN1337_c0_g1_i5:809-5083	2216.5	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
42at3041	Duplicated	TRINITY_DN1337_c0_g1_i8:809-5002	2216.6	1148	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Complete	TRINITY_DN870_c0_g1_i3:97-5100	2441.4	1428	https://www.orthodb.org/v10?query=52at3041	Clathrin heavy chain
64at3041	Missing
66at3041	Fragmented	TRINITY_DN8181_c0_g1_i2:234-698	151.4	132	https://www.orthodb.org/v10?query=66at3041	Microtubule associated protein
72at3041	Missing
91at3041	Complete	TRINITY_DN6527_c0_g1_i1:245-2020	912.5	503	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Duplicated	TRINITY_DN2619_c0_g1_i1:111-3678	1615.8	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
96at3041	Duplicated	TRINITY_DN2619_c0_g1_i2:111-3614	1653.5	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
96at3041	Duplicated	TRINITY_DN2619_c0_g1_i6:111-2984	1408.2	750	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Missing
106at3041	Complete	TRINITY_DN197_c0_g1_i4:6-3035	1461.1	859	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Complete	TRINITY_DN4924_c0_g1_i4:29-748	532.1	232	https://www.orthodb.org/v10?query=117at3041	Midasin
118at3041	Duplicated	TRINITY_DN2171_c0_g1_i1:105-572	145.0	118	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
118at3041	Duplicated	TRINITY_DN2171_c0_g1_i2:2-592	152.7	126	https://www.orthodb.org/v10?query=118at3041	PIK-related kinase
125at3041	Complete	TRINITY_DN29223_c0_g1_i1:118-2169	1114.5	626	https://www.orthodb.org/v10?query=125at3041	Nuclear pre-mRNA splicing factor, component of splicing factor 3b
126at3041	Duplicated	TRINITY_DN1987_c0_g1_i24:627-4352	1205.6	806	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
126at3041	Duplicated	TRINITY_DN1987_c0_g1_i3:624-3683	1151.1	760	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
126at3041	Duplicated	TRINITY_DN1987_c0_g1_i5:627-4328	1205.6	806	https://www.orthodb.org/v10?query=126at3041	Kinesin-like calmodulin binding protein
137at3041	Complete	TRINITY_DN729_c0_g1_i2:58-2970	1743.2	860	https://www.orthodb.org/v10?query=137at3041	Splicing factor 3B subunit 1
142at3041	Fragmented	TRINITY_DN7203_c0_g2_i2:148-1872	857.1	468	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Complete	TRINITY_DN6752_c0_g1_i1:70-3174	1523.3	808	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
144at3041	Missing
155at3041	Duplicated	TRINITY_DN926_c0_g1_i4:248-2905	1091.5	621	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
155at3041	Duplicated	TRINITY_DN926_c0_g1_i5:248-2970	1091.5	621	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
171at3041	Complete	TRINITY_DN1572_c0_g5_i3:3-2360	1397.6	675	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
175at3041	Complete	TRINITY_DN3952_c0_g1_i1:21-2015	705.5	462	https://www.orthodb.org/v10?query=175at3041	Histone acetyltransferase
179at3041	Complete	TRINITY_DN5410_c0_g2_i1:2-1738	747.3	451	https://www.orthodb.org/v10?query=179at3041	Glycoside hydrolase family 31 protein
187at3041	Duplicated	TRINITY_DN2491_c0_g1_i1:327-2660	1296.2	661	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
187at3041	Duplicated	TRINITY_DN2491_c0_g1_i3:200-2593	1339.3	689	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
207at3041	Complete	TRINITY_DN1544_c0_g1_i6:141-2834	1182.3	682	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Fragmented	TRINITY_DN10398_c0_g1_i1:688-1245	314.0	161	https://www.orthodb.org/v10?query=211at3041	DNA polymerase
222at3041	Fragmented	TRINITY_DN23060_c0_g1_i2:4-786	512.7	237	https://www.orthodb.org/v10?query=222at3041	WD40-repeat-containing domain
226at3041	Missing
228at3041	Missing
230at3041	Duplicated	TRINITY_DN1280_c0_g1_i5:38-3304	1437.2	891	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
230at3041	Duplicated	TRINITY_DN1280_c0_g1_i9:231-2858	1376.1	779	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Duplicated	TRINITY_DN301_c0_g1_i2:110-2227	1200.8	604	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
231at3041	Duplicated	TRINITY_DN301_c0_g1_i4:110-2227	1200.8	604	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Missing
239at3041	Complete	TRINITY_DN2339_c4_g1_i2:114-3473	803.4	557	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Missing
251at3041	Complete	TRINITY_DN2374_c0_g1_i1:1-2478	853.1	649	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Missing
263at3041	Complete	TRINITY_DN3237_c0_g2_i2:130-1623	878.9	463	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Fragmented	TRINITY_DN41111_c0_g1_i1:274-927	417.2	207	https://www.orthodb.org/v10?query=290at3041	RNA cytidine acetyltransferase
294at3041	Duplicated	TRINITY_DN2523_c0_g1_i2:79-1734	839.8	464	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
294at3041	Duplicated	TRINITY_DN2523_c0_g1_i3:220-2142	951.2	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Duplicated	TRINITY_DN2034_c0_g1_i2:26-1690	811.1	465	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
295at3041	Duplicated	TRINITY_DN2034_c0_g1_i3:26-1826	811.1	465	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	TRINITY_DN703_c0_g1_i1:1-2418	937.3	632	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Missing
324at3041	Complete	TRINITY_DN8094_c1_g1_i1:0-1304	791.2	388	https://www.orthodb.org/v10?query=324at3041	ATP-dependent helicase, C-terminal
336at3041	Duplicated	TRINITY_DN3_c0_g1_i3:78-2330	1149.1	602	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
336at3041	Duplicated	TRINITY_DN3_c0_g1_i5:302-2617	1169.2	612	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Complete	TRINITY_DN4381_c0_g3_i3:117-2282	1217.4	577	https://www.orthodb.org/v10?query=345at3041	Membrane AAA-metalloprotease
346at3041	Missing
363at3041	Complete	TRINITY_DN3066_c0_g2_i2:2-2452	1060.3	582	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Complete	TRINITY_DN6776_c0_g1_i1:4-1413	393.1	286	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	TRINITY_DN236_c0_g1_i5:21-2048	928.4	561	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Fragmented	TRINITY_DN13272_c0_g1_i1:229-714	276.6	154	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Complete	TRINITY_DN37519_c0_g1_i2:5-1297	588.0	365	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	TRINITY_DN1767_c0_g1_i1:657-2795	1039.2	571	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	TRINITY_DN40815_c0_g1_i1:794-2710	967.9	509	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Complete	TRINITY_DN35075_c0_g1_i1:40-1734	691.4	428	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	TRINITY_DN4664_c6_g1_i1:2-898	485.1	255	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
