# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
15at3041	Duplicated	TRINITY_DN1999_c0_g1_i10:11-5926	3703.0	1721	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
15at3041	Duplicated	TRINITY_DN1999_c0_g1_i1:11-5530	3562.6	1642	https://www.orthodb.org/v10?query=15at3041	Pre-mRNA-processing-splicing factor 8
42at3041	Fragmented	TRINITY_DN3062_c0_g1_i1:3-1463	941.7	454	https://www.orthodb.org/v10?query=42at3041	Magnesium chelatase subunit H
45at3041	Missing
52at3041	Missing
64at3041	Missing
66at3041	Fragmented	TRINITY_DN40190_c0_g1_i1:4-297	111.9	91	https://www.orthodb.org/v10?query=66at3041	Microtubule associated protein
72at3041	Missing
91at3041	Fragmented	TRINITY_DN12063_c0_g1_i1:100-762	350.3	173	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Complete	TRINITY_DN809_c0_g1_i1:111-3614	1653.5	909	https://www.orthodb.org/v10?query=96at3041	Carbamoyl-phosphate synthase
99at3041	Missing
106at3041	Complete	TRINITY_DN4017_c0_g1_i1:63-4265	1802.8	1095	https://www.orthodb.org/v10?query=106at3041	PurM-like, C-terminal domain
117at3041	Complete	TRINITY_DN13253_c0_g1_i2:4-837	629.2	270	https://www.orthodb.org/v10?query=117at3041	Midasin
118at3041	Missing
125at3041	Fragmented	TRINITY_DN11411_c0_g1_i1:5-754	490.3	240	https://www.orthodb.org/v10?query=125at3041	Nuclear pre-mRNA splicing factor, component of splicing factor 3b
126at3041	Missing
137at3041	Missing
142at3041	Fragmented	TRINITY_DN1547_c0_g1_i2:118-1845	859.6	469	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Fragmented	TRINITY_DN14018_c0_g1_i1:3-689	418.1	209	https://www.orthodb.org/v10?query=143at3041	Glycine cleavage system P protein
144at3041	Missing
155at3041	Complete	TRINITY_DN40459_c0_g1_i1:111-1112	607.3	310	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
171at3041	Fragmented	TRINITY_DN2714_c0_g2_i2:12-1739	1042.2	495	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
175at3041	Missing
179at3041	Missing
187at3041	Duplicated	TRINITY_DN385_c0_g1_i5:327-3109	1346.9	703	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
187at3041	Duplicated	TRINITY_DN385_c0_g1_i7:327-2981	1346.9	703	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
207at3041	Fragmented	TRINITY_DN11555_c0_g2_i1:10-480	296.0	149	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Fragmented	TRINITY_DN4160_c0_g1_i1:7-447	293.5	143	https://www.orthodb.org/v10?query=211at3041	DNA polymerase
222at3041	Missing
226at3041	Missing
228at3041	Missing
230at3041	Complete	TRINITY_DN236_c0_g2_i3:206-2029	976.3	549	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Complete	TRINITY_DN3150_c0_g1_i1:2-1267	811.3	395	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Missing
239at3041	Fragmented	TRINITY_DN2638_c0_g1_i1:58-637	300.1	141	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Missing
251at3041	Fragmented	TRINITY_DN5890_c0_g1_i2:8-838	391.8	236	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Missing
263at3041	Fragmented	TRINITY_DN17142_c0_g1_i1:115-402	154.1	87	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Fragmented	TRINITY_DN5289_c0_g1_i2:289-942	417.2	207	https://www.orthodb.org/v10?query=290at3041	RNA cytidine acetyltransferase
294at3041	Duplicated	TRINITY_DN3327_c0_g1_i2:105-1943	929.1	512	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
294at3041	Duplicated	TRINITY_DN3327_c0_g1_i3:80-2002	951.1	526	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Complete	TRINITY_DN473_c0_g1_i3:450-2114	811.1	465	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Fragmented	TRINITY_DN7491_c0_g1_i1:23-247	132.7	71	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Missing
324at3041	Missing
336at3041	Complete	TRINITY_DN2981_c0_g1_i2:40-2292	1149.1	602	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Missing
346at3041	Missing
363at3041	Missing
366at3041	Complete	TRINITY_DN1202_c0_g1_i1:3-1970	591.2	408	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	TRINITY_DN2537_c0_g2_i2:32-616	414.6	182	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Missing
391at3041	Missing
406at3041	Complete	TRINITY_DN1918_c0_g1_i1:656-2794	1039.2	571	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	TRINITY_DN1256_c0_g1_i1:14-1099	722.3	311	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Duplicated	TRINITY_DN1551_c0_g1_i1:2-937	387.3	247	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
